candidate_id,task_class,raw_response,normalized_response,provenance,source_reference,topic_domain,normalization_status,semantic_guard,length_tokens,length_band,lexical_shortcut_risk,duplicate_risk,acceptance_status,audit_reason
GAP-LOG-026,logic,"If an organism has chloroplasts, it can use light energy in photosynthesis.","If an organism has chloroplasts, it can use light energy in photosynthesis.",independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-027,logic,"If photosynthesis stores energy in carbohydrates, those molecules contain captured energy.","If photosynthesis stores energy in carbohydrates, those molecules contain captured energy.",ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,11,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-028,logic,"If consumers eat producers, energy moves from producers to consumers.","If consumers eat producers, energy moves from producers to consumers.",rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,PASS,UNCHANGED,10,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-029,logic,A hemisphere tilted toward the Sun receives more direct sunlight.,A hemisphere tilted toward the Sun receives more direct sunlight.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,10,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-030,logic,"If the Northern Hemisphere tilts toward the Sun, it experiences summer.","If the Northern Hemisphere tilts toward the Sun, it experiences summer.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-031,logic,A fair six-sided die gives each face equal probability.,A fair six-sided die gives each face equal probability.,rule_composed,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,PASS,UNCHANGED,10,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-032,logic,Two equally likely coin outcomes give heads a probability of one half.,Two equally likely coin outcomes give heads a probability of one half.,independent_external,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-033,logic,"If an unbalanced force acts, an object's velocity can change.","If an unbalanced force acts, an object's velocity can change.",ai_assisted_surface_normalized,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,PASS,UNCHANGED,10,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-034,logic,"Without an unbalanced force, constant velocity continues.","Without an unbalanced force, constant velocity continues.",rule_composed,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-035,logic,"If groundwater moves through rock spaces, connected spaces can permit flow.","If groundwater moves through rock spaces, connected spaces can permit flow.",independent_external,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-036,logic,Gravity and pressure can drive groundwater downward or sideways.,Gravity and pressure can drive groundwater downward or sideways.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-037,logic,Ocean conditions can influence weather patterns.,Ocean conditions can influence weather patterns.,rule_composed,https://oceanservice.noaa.gov/education/literacy.html,earth_science,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-038,logic,"If Earth's land, air, water, and life interact, change in one part can affect another.","If Earth's land, air, water, and life interact, change in one part can affect another.",independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,15,limited_long,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-039,logic,"If immune defenses work together, protection involves more than one body component.","If immune defenses work together, protection involves more than one body component.",ai_assisted_surface_normalized,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-040,logic,"If macrophages are phagocytes, they can engulf particles.","If macrophages are phagocytes, they can engulf particles.",rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-041,logic,"If a feature improves an animal's survival, it may function as an adaptation.","If a feature improves an animal's survival, it may function as an adaptation.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,PASS,UNCHANGED,13,limited_long,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-LOG-042,logic,"If water moves through reservoirs and pathways, groundwater participates in a cycle.","If water moves through reservoirs and pathways, groundwater participates in a cycle.",ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-001,causality,Friction slows a rolling ball on the floor.,Friction slows a rolling ball on the floor.,rule_composed,rule_composed://deterministic-construction,physics,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-002,causality,Adding ice cools a drink.,Adding ice cools a drink.,independent_external,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,5,short,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-003,causality,Opening a window can lower room temperature.,Opening a window can lower room temperature.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-004,causality,Pressing a bicycle brake reduces its speed.,Pressing a bicycle brake reduces its speed.,rule_composed,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-005,causality,Covering a hot pot reduces heat loss.,Covering a hot pot reduces heat loss.,independent_external,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-006,causality,Moving air speeds evaporation from wet clothes.,Moving air speeds evaporation from wet clothes.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-007,causality,Sharpening a pencil produces a narrower point.,Sharpening a pencil produces a narrower point.,rule_composed,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-008,causality,Stretching a rubber band stores elastic energy.,Stretching a rubber band stores elastic energy.,independent_external,rule_composed://deterministic-construction,physics,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-009,causality,Removing the batteries stops a flashlight.,Removing the batteries stops a flashlight.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-010,causality,Blocking a light sensor prevents it from detecting light.,Blocking a light sensor prevents it from detecting light.,rule_composed,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-011,causality,Sunlight warms a dark surface.,Sunlight warms a dark surface.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,5,short,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-012,causality,Earth's tilt changes seasonal sunlight exposure.,Earth's tilt changes seasonal sunlight exposure.,ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,6,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-013,causality,Evaporation can cool a wet surface.,Evaporation can cool a wet surface.,rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-014,causality,Photosynthesis stores solar energy in carbohydrates.,Photosynthesis stores solar energy in carbohydrates.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,6,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-015,causality,Cellular respiration releases usable energy from food.,Cellular respiration releases usable energy from food.,ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-016,causality,Consumers receive energy by eating food.,Consumers receive energy by eating food.,rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-017,causality,An unbalanced force changes an object's velocity.,An unbalanced force changes an object's velocity.,independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,PASS,UNCHANGED,7,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-018,causality,Groundwater movement follows gravity and pressure.,Groundwater movement follows gravity and pressure.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-019,causality,"Immune defenses block, detect, and remove harmful agents.","Immune defenses block, detect, and remove harmful agents.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-020,causality,Macrophages engulf foreign material.,Macrophages engulf foreign material.,independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,PASS,UNCHANGED,4,short,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-021,causality,Cooling air turns water vapor into droplets.,Cooling air turns water vapor into droplets.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-022,causality,Longer sunlight exposure heats a surface more.,Longer sunlight exposure heats a surface more.,rule_composed,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-023,causality,Closing plant stomata reduces water loss.,Closing plant stomata reduces water loss.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-024,causality,A cold container produces droplets from warm vapor.,A cold container produces droplets from warm vapor.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,physics,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-025,causality,Pumping water upward requires energy input.,Pumping water upward requires energy input.,rule_composed,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,technology,PASS,UNCHANGED,6,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-026,causality,A barrier on a route prevents a traveler from reaching the destination.,A barrier on a route prevents a traveler from reaching the destination.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-027,causality,A loose bicycle chain reduces power transfer.,A loose bicycle chain reduces power transfer.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,7,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-028,causality,A heavier load makes a cart harder to accelerate.,A heavier load makes a cart harder to accelerate.,rule_composed,rule_composed://deterministic-construction,physics,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-029,causality,A wider opening lets more air pass through.,A wider opening lets more air pass through.,independent_external,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-CAU-030,causality,A missing key prevents a lock from opening.,A missing key prevents a lock from opening.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,8,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-001,analogy,"A key opens a lock, and a password opens access to an account.","A key opens a lock, and a password opens access to an account.",rule_composed,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,13,limited_long,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-002,analogy,"A lid covers a container, and a roof covers a building.","A lid covers a container, and a roof covers a building.",independent_external,rule_composed://deterministic-construction,everyday_life,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-003,analogy,"A map guides a traveler, and a diagram guides a learner.","A map guides a traveler, and a diagram guides a learner.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,language,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-004,analogy,"A filter retains particles, and a sieve retains grains.","A filter retains particles, and a sieve retains grains.",rule_composed,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-005,analogy,"A thermostat regulates temperature, and a traffic signal regulates movement.","A thermostat regulates temperature, and a traffic signal regulates movement.",independent_external,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,10,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-006,analogy,"A pump moves water, and a conveyor moves packages.","A pump moves water, and a conveyor moves packages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-007,analogy,"A folder stores files, and a shelf stores books.","A folder stores files, and a shelf stores books.",rule_composed,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-008,analogy,"A recipe guides cooking, and an algorithm guides computation.","A recipe guides cooking, and an algorithm guides computation.",independent_external,rule_composed://deterministic-construction,language,PASS,UNCHANGED,9,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-009,analogy,"A bridge connects two banks, and a link connects two webpages.","A bridge connects two banks, and a link connects two webpages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-010,analogy,"A plant stores light energy in carbohydrates, and a battery stores electrical energy for later use.","A plant stores light energy in carbohydrates, and a battery stores electrical energy for later use.",rule_composed,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,PASS,UNCHANGED,16,limited_long,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-011,analogy,"A seed protects an embryo, and a case protects a delicate instrument.","A seed protects an embryo, and a case protects a delicate instrument.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-012,analogy,"Pore spaces hold groundwater, and a reservoir holds surface water.","Pore spaces hold groundwater, and a reservoir holds surface water.",ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,PASS,UNCHANGED,10,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-013,analogy,"An immune barrier blocks harmful agents, and a fence blocks unwanted entry.","An immune barrier blocks harmful agents, and a fence blocks unwanted entry.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-014,analogy,"A force changes motion, and heat changes the state of water.","A force changes motion, and heat changes the state of water.",independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-015,analogy,"Earth's tilt changes seasonal sunlight, and a dimmer changes lamp brightness.","Earth's tilt changes seasonal sunlight, and a dimmer changes lamp brightness.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,PASS,UNCHANGED,11,medium,descriptive_only,medium,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-016,analogy,"A river carries water downhill, and a conveyor carries goods forward.","A river carries water downhill, and a conveyor carries goods forward.",rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,PASS,UNCHANGED,11,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-017,analogy,"A well pump lifts groundwater, and a heart pumps blood through vessels.","A well pump lifts groundwater, and a heart pumps blood through vessels.",independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,PASS,UNCHANGED,12,medium,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
GAP-ANA-018,analogy,"A food web links feeding relationships, and a transit map links travel routes.","A food web links feeding relationships, and a transit map links travel routes.",ai_assisted_surface_normalized,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,PASS,UNCHANGED,13,limited_long,descriptive_only,low,ACCEPT_CANDIDATE,Meets frozen length and structural checks; no classifier output used.
