candidate_id,task_class,raw_response,provenance,source_reference,topic_domain,construction_notes
GAP-LOG-018,logic,A number divisible by ten ends in zero.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-019,logic,A square is a rectangle with equal sides.,rule_composed,rule_composed://deterministic-construction,mathematics,Deterministic rule composition; no external provenance claimed.
GAP-LOG-020,logic,An object inside a smaller box is also inside a larger box around it.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-021,logic,A ticket dated tomorrow is later than a ticket dated today.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-022,logic,"If every seat is occupied, no seat is available.",rule_composed,rule_composed://deterministic-construction,everyday_life,Deterministic rule composition; no external provenance claimed.
GAP-LOG-023,logic,A triangle with three sides is a polygon.,independent_external,rule_composed://deterministic-construction,mathematics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-024,logic,"If two routes share no connecting segment, one cannot continue along the other.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,spatial_reasoning,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-025,logic,A larger whole divided into equal pieces gives smaller pieces.,rule_composed,rule_composed://deterministic-construction,mathematics,Deterministic rule composition; no external provenance claimed.
GAP-LOG-026,logic,"If an organism has chloroplasts, it can use light energy in photosynthesis.",independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-027,logic,"If photosynthesis stores energy in carbohydrates, those molecules contain captured energy.",ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-028,logic,"If consumers eat producers, energy moves from producers to consumers.",rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Deterministic rule composition; no external provenance claimed.
GAP-LOG-029,logic,A hemisphere tilted toward the Sun receives more direct sunlight.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-030,logic,"If the Northern Hemisphere tilts toward the Sun, it experiences summer.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-031,logic,A fair six-sided die gives each face equal probability.,rule_composed,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,Deterministic rule composition; no external provenance claimed.
GAP-LOG-032,logic,Two equally likely coin outcomes give heads a probability of one half.,independent_external,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-033,logic,"If an unbalanced force acts, an object's velocity can change.",ai_assisted_surface_normalized,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-034,logic,"Without an unbalanced force, constant velocity continues.",rule_composed,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Deterministic rule composition; no external provenance claimed.
GAP-LOG-035,logic,"If groundwater moves through rock spaces, connected spaces can permit flow.",independent_external,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-036,logic,Gravity and pressure can drive groundwater downward or sideways.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-037,logic,Ocean conditions can influence weather patterns.,rule_composed,https://oceanservice.noaa.gov/education/literacy.html,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-LOG-038,logic,"If Earth's land, air, water, and life interact, change in one part can affect another.",independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-039,logic,"If immune defenses work together, protection involves more than one body component.",ai_assisted_surface_normalized,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-LOG-040,logic,"If macrophages are phagocytes, they can engulf particles.",rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,Deterministic rule composition; no external provenance claimed.
GAP-LOG-041,logic,"If a feature improves an animal's survival, it may function as an adaptation.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-LOG-042,logic,"If water moves through reservoirs and pathways, groundwater participates in a cycle.",ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-001,causality,Friction slows a rolling ball on the floor.,rule_composed,rule_composed://deterministic-construction,physics,Deterministic rule composition; no external provenance claimed.
GAP-CAU-002,causality,Adding ice cools a drink.,independent_external,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-003,causality,Opening a window can lower room temperature.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-004,causality,Pressing a bicycle brake reduces its speed.,rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-CAU-005,causality,Covering a hot pot reduces heat loss.,independent_external,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-006,causality,Moving air speeds evaporation from wet clothes.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-007,causality,Sharpening a pencil produces a narrower point.,rule_composed,rule_composed://deterministic-construction,everyday_life,Deterministic rule composition; no external provenance claimed.
GAP-CAU-008,causality,Stretching a rubber band stores elastic energy.,independent_external,rule_composed://deterministic-construction,physics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-009,causality,Removing the batteries stops a flashlight.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-010,causality,Blocking a light sensor prevents it from detecting light.,rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-CAU-011,causality,Sunlight warms a dark surface.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-012,causality,Earth's tilt changes seasonal sunlight exposure.,ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-013,causality,Evaporation can cool a wet surface.,rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-CAU-014,causality,Photosynthesis stores solar energy in carbohydrates.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-015,causality,Cellular respiration releases usable energy from food.,ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-016,causality,Consumers receive energy by eating food.,rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Deterministic rule composition; no external provenance claimed.
GAP-CAU-017,causality,An unbalanced force changes an object's velocity.,independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-018,causality,Groundwater movement follows gravity and pressure.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-019,causality,"Immune defenses block, detect, and remove harmful agents.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,Deterministic rule composition; no external provenance claimed.
GAP-CAU-020,causality,Macrophages engulf foreign material.,independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-021,causality,Cooling air turns water vapor into droplets.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-022,causality,Longer sunlight exposure heats a surface more.,rule_composed,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-CAU-023,causality,Closing plant stomata reduces water loss.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-024,causality,A cold container produces droplets from warm vapor.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,physics,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-025,causality,Pumping water upward requires energy input.,rule_composed,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,technology,Deterministic rule composition; no external provenance claimed.
GAP-CAU-026,causality,A barrier on a route prevents a traveler from reaching the destination.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-027,causality,A loose bicycle chain reduces power transfer.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-CAU-028,causality,A heavier load makes a cart harder to accelerate.,rule_composed,rule_composed://deterministic-construction,physics,Deterministic rule composition; no external provenance claimed.
GAP-CAU-029,causality,A wider opening lets more air pass through.,independent_external,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-CAU-030,causality,A missing key prevents a lock from opening.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-001,analogy,"A key opens a lock, and a password opens access to an account.",rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-002,analogy,"A lid covers a container, and a roof covers a building.",independent_external,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-003,analogy,"A map guides a traveler, and a diagram guides a learner.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,language,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-004,analogy,"A filter retains particles, and a sieve retains grains.",rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-005,analogy,"A thermostat regulates temperature, and a traffic signal regulates movement.",independent_external,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-006,analogy,"A pump moves water, and a conveyor moves packages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-007,analogy,"A folder stores files, and a shelf stores books.",rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-008,analogy,"A recipe guides cooking, and an algorithm guides computation.",independent_external,rule_composed://deterministic-construction,language,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-009,analogy,"A bridge connects two banks, and a link connects two webpages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-010,analogy,"A plant stores light energy in carbohydrates, and a battery stores electrical energy for later use.",rule_composed,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-011,analogy,"A seed protects an embryo, and a case protects a delicate instrument.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-012,analogy,"Pore spaces hold groundwater, and a reservoir holds surface water.",ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-013,analogy,"An immune barrier blocks harmful agents, and a fence blocks unwanted entry.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-014,analogy,"A force changes motion, and heat changes the state of water.",independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-015,analogy,"Earth's tilt changes seasonal sunlight, and a dimmer changes lamp brightness.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-016,analogy,"A river carries water downhill, and a conveyor carries goods forward.",rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-ANA-017,analogy,"A well pump lifts groundwater, and a heart pumps blood through vessels.",independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-018,analogy,"A food web links feeding relationships, and a transit map links travel routes.",ai_assisted_surface_normalized,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-019,analogy,"A macrophage removes foreign material, and a filter removes particles from water.",rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-020,analogy,"A cloud stores condensed water, and a tank stores liquid water.",independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-021,analogy,"A camera records light, and a thermometer records temperature.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-022,analogy,"A root anchors a plant, and an anchor holds a boat.",rule_composed,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-023,analogy,"Friction slows a wheel, and a brake slows a bicycle.",independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-ANA-024,analogy,"A thermostat regulates room temperature, and a metronome regulates timing.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-ANA-025,analogy,"A sieve lets water pass while retaining solids, and a firewall lets approved data pass while blocking threats.",rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-ANA-026,analogy,"An ecosystem transfers energy among organisms, and a circuit transfers energy among components.",independent_external,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-001,definition,A queue is an ordered line of people or tasks waiting for service.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-002,definition,A compass is a tool that indicates direction.,rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-DEF-003,definition,A fraction represents part of a whole.,independent_external,rule_composed://deterministic-construction,mathematics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-004,definition,A polygon is a closed shape made of straight sides.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-005,definition,A password is secret text used to verify access.,rule_composed,rule_composed://deterministic-construction,technology,Deterministic rule composition; no external provenance claimed.
GAP-DEF-006,definition,A habitat is the place where an organism lives.,independent_external,rule_composed://deterministic-construction,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-007,definition,A schedule is a plan that assigns times to activities.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-008,definition,A lever is a rigid bar that turns around a pivot.,rule_composed,rule_composed://deterministic-construction,physics,Deterministic rule composition; no external provenance claimed.
GAP-DEF-009,definition,A variable is a quantity that can change.,independent_external,rule_composed://deterministic-construction,mathematics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-010,definition,A map is a representation of places and their relationships.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,geography,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-011,definition,Probability is a measure of how likely an event is.,rule_composed,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,Deterministic rule composition; no external provenance claimed.
GAP-DEF-012,definition,A force is an interaction that can change motion.,independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-013,definition,Inertia is resistance to a change in motion.,ai_assisted_surface_normalized,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-014,definition,Photosynthesis is a process that converts light energy into chemical energy.,rule_composed,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Deterministic rule composition; no external provenance claimed.
GAP-DEF-015,definition,An ecosystem includes organisms and their physical environment.,independent_external,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-016,definition,A food web represents feeding relationships in an ecosystem.,ai_assisted_surface_normalized,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-017,definition,An aquifer is a water-bearing formation that can store and transmit groundwater.,rule_composed,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-DEF-018,definition,Groundwater is water stored below the land surface.,independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-019,definition,"The immune system is a group of cells, tissues, and organs that protects the body.",ai_assisted_surface_normalized,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-020,definition,A macrophage is an immune cell that engulfs particles.,rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,Deterministic rule composition; no external provenance claimed.
GAP-DEF-021,definition,A season is a recurring part of a year with characteristic conditions.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-022,definition,Climate is the long-term pattern of weather in a region.,ai_assisted_surface_normalized,https://oceanservice.noaa.gov/education/literacy.html,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-023,definition,An ocean current is directed movement of seawater.,rule_composed,https://oceanservice.noaa.gov/education/literacy.html,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-DEF-024,definition,A cloud is a visible collection of water droplets or ice crystals.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-025,definition,Evaporation is the change of liquid water into vapor.,ai_assisted_surface_normalized,https://oceanservice.noaa.gov/education/literacy.html,earth_science,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-026,definition,Condensation is the change of vapor into a liquid.,rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,Deterministic rule composition; no external provenance claimed.
GAP-DEF-027,definition,A watershed is land that drains to a common body of water.,independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
GAP-DEF-028,definition,A chloroplast is a plant-cell organelle where photosynthesis occurs.,ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,Semantic content grounded in the cited source; only class-blind surface normalization is permitted later.
GAP-DEF-029,definition,A vaccine is a preparation that trains an immune response to a target.,rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,Deterministic rule composition; no external provenance claimed.
GAP-DEF-030,definition,An algorithm is a step-by-step procedure for completing a task.,independent_external,rule_composed://deterministic-construction,technology,Semantic content grounded in the cited educational source; candidate retained as source-based construction.
