example_id,content_family_id,task_class,response_text,split,provenance,length_tokens,length_band,template_family,paraphrase_family_id,lexical_challenge,notes
exp019_analogy_007,cf_007,analogy,The routine signal relation matches the bell relation in structure.,train,rule_composed,10,medium,analogy_medium_2,cf_007,true,label_quality=clear; constructed from a balanced content family
exp019_definition_007,cf_007,definition,A routine signal is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_2,cf_007,true,label_quality=clear; constructed from a balanced content family
exp019_logic_008,cf_008,logic,"When the routine refrigerator condition holds, the stated rule requires heat as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_3,cf_008,true,label_quality=clear; constructed from a balanced content family
exp019_causality_008,cf_008,causality,A change in the routine refrigerator condition leads to heat through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_3,cf_008,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_008,cf_008,analogy,The routine refrigerator relation corresponds to the bottle relation as a result both connect a condition with an outcome.,train,rule_composed,19,limited_long,analogy_limited_long_3,cf_008,true,label_quality=clear; constructed from a balanced content family
exp019_definition_008,cf_008,definition,A routine refrigerator is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_3,cf_008,true,label_quality=clear; constructed from a balanced content family
exp019_logic_009,cf_009,logic,Routine lock entails withdraws.,train,rule_composed,4,short,logic_short_4,cf_009,true,label_quality=clear; constructed from a balanced content family
exp019_causality_009,cf_009,causality,Routine lock triggers withdraws.,train,rule_composed,4,short,causality_short_4,cf_009,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_009,cf_009,analogy,Routine lock parallels screen.,train,rule_composed,4,short,analogy_short_4,cf_009,true,label_quality=clear; constructed from a balanced content family
exp019_definition_009,cf_009,definition,A routine lock has purpose.,train,rule_composed,5,short,definition_short_4,cf_009,true,label_quality=clear; constructed from a balanced content family
exp019_logic_010,cf_010,logic,"If the routine compass condition holds, direction follows under the rule.",train,rule_composed,11,medium,logic_medium_0,cf_010,true,label_quality=clear; constructed from a balanced content family
exp019_causality_010,cf_010,causality,The routine compass condition produces direction through a simple mechanism.,train,rule_composed,10,medium,causality_medium_0,cf_010,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_010,cf_010,analogy,The routine compass relation matches the vane relation in structure.,train,rule_composed,10,medium,analogy_medium_0,cf_010,true,label_quality=clear; constructed from a balanced content family
exp019_definition_010,cf_010,definition,A routine compass is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_0,cf_010,true,label_quality=clear; constructed from a balanced content family
exp019_logic_011,cf_011,logic,"When the routine ruler condition holds, the stated rule requires read as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_1,cf_011,true,label_quality=clear; constructed from a balanced content family
exp019_causality_011,cf_011,causality,A change in the routine ruler condition leads to read through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_1,cf_011,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_011,cf_011,analogy,The routine ruler relation corresponds to the cup relation as a result both connect a condition with an outcome.,test,rule_composed,19,limited_long,analogy_limited_long_1,cf_011,true,label_quality=clear; constructed from a balanced content family
exp019_definition_011,cf_011,definition,A routine ruler is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_1,cf_011,true,label_quality=clear; constructed from a balanced content family
exp019_logic_012,cf_012,logic,Routine can entails moist.,test,rule_composed,4,short,logic_short_2,cf_012,true,label_quality=clear; constructed from a balanced content family
exp019_causality_012,cf_012,causality,Routine can triggers moist.,test,rule_composed,4,short,causality_short_2,cf_012,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_012,cf_012,analogy,Routine can parallels dispenser.,test,rule_composed,4,short,analogy_short_2,cf_012,true,label_quality=clear; constructed from a balanced content family
exp019_definition_012,cf_012,definition,A routine can has purpose.,test,rule_composed,5,short,definition_short_2,cf_012,true,label_quality=clear; constructed from a balanced content family
exp019_logic_013,cf_013,logic,"The routine panel condition holds, so produced follows.",validation,rule_composed,8,medium,logic_medium_3,cf_013,true,label_quality=clear; constructed from a balanced content family
exp019_causality_013,cf_013,causality,Produced follows when the routine panel mechanism activates.,validation,rule_composed,8,medium,causality_medium_3,cf_013,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_013,cf_013,analogy,"Like the windmill, the routine panel connects condition and outcome.",validation,rule_composed,10,medium,analogy_medium_3,cf_013,true,label_quality=clear; constructed from a balanced content family
exp019_definition_013,cf_013,definition,The routine panel refers to an object used for a purpose.,validation,rule_composed,11,medium,definition_medium_3,cf_013,true,label_quality=clear; constructed from a balanced content family
exp019_logic_014,cf_014,logic,"When the routine sharpener condition holds, the stated rule requires removed as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_4,cf_014,true,label_quality=clear; constructed from a balanced content family
exp019_causality_014,cf_014,causality,A change in the routine sharpener condition leads to removed through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_4,cf_014,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_014,cf_014,analogy,The routine sharpener relation corresponds to the grater relation as a result both connect a condition with an outcome.,test,rule_composed,19,limited_long,analogy_limited_long_4,cf_014,true,label_quality=clear; constructed from a balanced content family
exp019_definition_014,cf_014,definition,A routine sharpener is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_4,cf_014,true,label_quality=clear; constructed from a balanced content family
exp019_logic_015,cf_015,logic,Routine thermos entails slowly.,train,rule_composed,4,short,logic_short_0,cf_015,true,label_quality=clear; constructed from a balanced content family
exp019_causality_015,cf_015,causality,Routine thermos triggers slowly.,train,rule_composed,4,short,causality_short_0,cf_015,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_015,cf_015,analogy,Routine thermos parallels coat.,train,rule_composed,4,short,analogy_short_0,cf_015,true,label_quality=clear; constructed from a balanced content family
exp019_definition_015,cf_015,definition,A routine thermos has purpose.,train,rule_composed,5,short,definition_short_0,cf_015,true,label_quality=clear; constructed from a balanced content family
exp019_logic_016,cf_016,logic,"The routine calendar condition holds, so changes follows.",validation,rule_composed,8,medium,logic_medium_1,cf_016,true,label_quality=clear; constructed from a balanced content family
exp019_causality_016,cf_016,causality,Changes follows when the routine calendar mechanism activates.,validation,rule_composed,8,medium,causality_medium_1,cf_016,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_016,cf_016,analogy,"Like the odometer, the routine calendar connects condition and outcome.",validation,rule_composed,10,medium,analogy_medium_1,cf_016,true,label_quality=clear; constructed from a balanced content family
exp019_definition_016,cf_016,definition,The routine calendar refers to an object used for a purpose.,validation,rule_composed,11,medium,definition_medium_1,cf_016,true,label_quality=clear; constructed from a balanced content family
exp019_logic_017,cf_017,logic,"When the routine pulley condition holds, the stated rule requires rises as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_2,cf_017,true,label_quality=clear; constructed from a balanced content family
exp019_causality_017,cf_017,causality,A change in the routine pulley condition leads to rises through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_2,cf_017,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_017,cf_017,analogy,The routine pulley relation corresponds to the lever relation as a result both connect a condition with an outcome.,test,rule_composed,19,limited_long,analogy_limited_long_2,cf_017,true,label_quality=clear; constructed from a balanced content family
exp019_definition_017,cf_017,definition,A routine pulley is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_2,cf_017,true,label_quality=clear; constructed from a balanced content family
exp019_logic_018,cf_018,logic,Routine magnet condition entails closer.,test,rule_composed,5,short,logic_short_3,cf_018,true,label_quality=clear; constructed from a balanced content family
exp019_causality_018,cf_018,causality,Routine magnet state yields outcome.,test,rule_composed,5,short,causality_short_3,cf_018,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_018,cf_018,analogy,Routine magnet mirrors vacuum's relation.,test,rule_composed,5,short,analogy_short_3,cf_018,true,label_quality=clear; constructed from a balanced content family
exp019_definition_018,cf_018,definition,Routine magnet denotes purpose.,test,rule_composed,4,short,definition_short_3,cf_018,true,label_quality=clear; constructed from a balanced content family
exp019_logic_019,cf_019,logic,"If the routine cube condition holds, melts follows under the rule.",validation,rule_composed,11,medium,logic_medium_4,cf_019,true,label_quality=clear; constructed from a balanced content family
exp019_causality_019,cf_019,causality,The routine cube condition produces melts through a simple mechanism.,validation,rule_composed,10,medium,causality_medium_4,cf_019,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_019,cf_019,analogy,The routine cube relation matches the candle relation in structure.,validation,rule_composed,10,medium,analogy_medium_4,cf_019,true,label_quality=clear; constructed from a balanced content family
exp019_definition_019,cf_019,definition,A routine cube is an object with a stated practical role.,validation,rule_composed,11,medium,definition_medium_4,cf_019,true,label_quality=clear; constructed from a balanced content family
exp019_logic_020,cf_020,logic,"When the nearby timer condition holds, the stated rule requires rings as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_0,cf_020,true,label_quality=clear; constructed from a balanced content family
exp019_causality_020,cf_020,causality,A change in the nearby timer condition leads to rings through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_0,cf_020,true,label_quality=clear; constructed from a balanced content family
exp019_analogy_020,cf_020,analogy,The nearby timer relation corresponds to the kettle relation as a result both connect a condition with an outcome.,train,rule_composed,19,limited_long,analogy_limited_long_0,cf_020,true,label_quality=clear; constructed from a balanced content family
exp019_definition_020,cf_020,definition,A nearby timer is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_0,cf_020,true,label_quality=clear; constructed from a balanced content family
exp019_logic_021,cf_021,logic,Nearby gauge condition entails rises.,train,rule_composed,5,short,logic_short_1,cf_021,false,label_quality=clear; constructed from a balanced content family
exp019_causality_021,cf_021,causality,Nearby gauge state yields outcome.,train,rule_composed,5,short,causality_short_1,cf_021,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_021,cf_021,analogy,Nearby gauge mirrors gauge's relation.,train,rule_composed,5,short,analogy_short_1,cf_021,false,label_quality=clear; constructed from a balanced content family
exp019_definition_021,cf_021,definition,Nearby gauge denotes purpose.,train,rule_composed,4,short,definition_short_1,cf_021,false,label_quality=clear; constructed from a balanced content family
exp019_logic_022,cf_022,logic,"If the nearby light condition holds, shines follows under the rule.",train,rule_composed,11,medium,logic_medium_2,cf_022,false,label_quality=clear; constructed from a balanced content family
exp019_causality_022,cf_022,causality,The nearby light condition produces shines through a simple mechanism.,train,rule_composed,10,medium,causality_medium_2,cf_022,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_022,cf_022,analogy,The nearby light relation matches the lamp relation in structure.,train,rule_composed,10,medium,analogy_medium_2,cf_022,false,label_quality=clear; constructed from a balanced content family
exp019_definition_022,cf_022,definition,A nearby light is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_2,cf_022,false,label_quality=clear; constructed from a balanced content family
exp019_logic_023,cf_023,logic,"When the nearby thermometer condition holds, the stated rule requires increases as its conclusion.",validation,rule_composed,14,limited_long,logic_limited_long_3,cf_023,false,label_quality=clear; constructed from a balanced content family
exp019_causality_023,cf_023,causality,A change in the nearby thermometer condition leads to increases through the system's ordinary mechanism.,validation,rule_composed,15,limited_long,causality_limited_long_3,cf_023,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_023,cf_023,analogy,The nearby thermometer relation corresponds to the speedometer relation because both connect a condition with an outcome.,validation,rule_composed,17,limited_long,analogy_limited_long_3,cf_023,false,label_quality=clear; constructed from a balanced content family
exp019_definition_023,cf_023,definition,A nearby thermometer is a familiar object whose role is described by its practical use in a system.,validation,rule_composed,18,limited_long,definition_limited_long_3,cf_023,false,label_quality=clear; constructed from a balanced content family
exp019_logic_024,cf_024,logic,Nearby filter entails behind.,train,rule_composed,4,short,logic_short_4,cf_024,false,label_quality=clear; constructed from a balanced content family
exp019_causality_024,cf_024,causality,Nearby filter triggers behind.,train,rule_composed,4,short,causality_short_4,cf_024,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_024,cf_024,analogy,Nearby filter parallels door.,train,rule_composed,4,short,analogy_short_4,cf_024,false,label_quality=clear; constructed from a balanced content family
exp019_definition_024,cf_024,definition,A nearby filter has purpose.,train,rule_composed,5,short,definition_short_4,cf_024,false,label_quality=clear; constructed from a balanced content family
exp019_logic_025,cf_025,logic,"If the nearby tray condition holds, sprout follows under the rule.",train,rule_composed,11,medium,logic_medium_0,cf_025,false,label_quality=clear; constructed from a balanced content family
exp019_causality_025,cf_025,causality,The nearby tray condition produces sprout through a simple mechanism.,train,rule_composed,10,medium,causality_medium_0,cf_025,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_025,cf_025,analogy,The nearby tray relation matches the sponge relation in structure.,train,rule_composed,10,medium,analogy_medium_0,cf_025,false,label_quality=clear; constructed from a balanced content family
exp019_definition_025,cf_025,definition,A nearby tray is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_0,cf_025,false,label_quality=clear; constructed from a balanced content family
exp019_logic_026,cf_026,logic,"When the nearby signal condition holds, the stated rule requires proceed as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_1,cf_026,false,label_quality=clear; constructed from a balanced content family
exp019_causality_026,cf_026,causality,A change in the nearby signal condition leads to proceed through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_1,cf_026,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_026,cf_026,analogy,The nearby signal relation corresponds to the bell relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_1,cf_026,false,label_quality=clear; constructed from a balanced content family
exp019_definition_026,cf_026,definition,A nearby signal is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_1,cf_026,false,label_quality=clear; constructed from a balanced content family
exp019_logic_027,cf_027,logic,Nearby refrigerator entails heat.,train,rule_composed,4,short,logic_short_2,cf_027,false,label_quality=clear; constructed from a balanced content family
exp019_causality_027,cf_027,causality,Nearby refrigerator triggers heat.,train,rule_composed,4,short,causality_short_2,cf_027,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_027,cf_027,analogy,Nearby refrigerator parallels bottle.,train,rule_composed,4,short,analogy_short_2,cf_027,false,label_quality=clear; constructed from a balanced content family
exp019_definition_027,cf_027,definition,A nearby refrigerator has purpose.,train,rule_composed,5,short,definition_short_2,cf_027,false,label_quality=clear; constructed from a balanced content family
exp019_logic_028,cf_028,logic,"The nearby lock condition holds, so withdraws follows.",train,rule_composed,8,medium,logic_medium_3,cf_028,false,label_quality=clear; constructed from a balanced content family
exp019_causality_028,cf_028,causality,Withdraws follows when the nearby lock mechanism activates.,train,rule_composed,8,medium,causality_medium_3,cf_028,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_028,cf_028,analogy,"Like the screen, the nearby lock connects condition and outcome.",train,rule_composed,10,medium,analogy_medium_3,cf_028,false,label_quality=clear; constructed from a balanced content family
exp019_definition_028,cf_028,definition,The nearby lock refers to an object used for a purpose.,train,rule_composed,11,medium,definition_medium_3,cf_028,false,label_quality=clear; constructed from a balanced content family
exp019_logic_029,cf_029,logic,"When the nearby compass condition holds, the stated rule requires direction as its conclusion.",validation,rule_composed,14,limited_long,logic_limited_long_4,cf_029,false,label_quality=clear; constructed from a balanced content family
exp019_causality_029,cf_029,causality,A change in the nearby compass condition leads to direction through the system's ordinary mechanism.,validation,rule_composed,15,limited_long,causality_limited_long_4,cf_029,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_029,cf_029,analogy,The nearby compass relation corresponds to the vane relation because both connect a condition with an outcome.,validation,rule_composed,17,limited_long,analogy_limited_long_4,cf_029,false,label_quality=clear; constructed from a balanced content family
exp019_definition_029,cf_029,definition,A nearby compass is a familiar object whose role is described by its practical use in a system.,validation,rule_composed,18,limited_long,definition_limited_long_4,cf_029,false,label_quality=clear; constructed from a balanced content family
exp019_logic_030,cf_030,logic,Nearby ruler entails read.,train,rule_composed,4,short,logic_short_0,cf_030,false,label_quality=clear; constructed from a balanced content family
exp019_causality_030,cf_030,causality,Nearby ruler triggers read.,train,rule_composed,4,short,causality_short_0,cf_030,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_030,cf_030,analogy,Nearby ruler parallels cup.,train,rule_composed,4,short,analogy_short_0,cf_030,false,label_quality=clear; constructed from a balanced content family
exp019_definition_030,cf_030,definition,A nearby ruler has purpose.,train,rule_composed,5,short,definition_short_0,cf_030,false,label_quality=clear; constructed from a balanced content family
exp019_logic_031,cf_031,logic,"The nearby can condition holds, so moist follows.",train,rule_composed,8,medium,logic_medium_1,cf_031,false,label_quality=clear; constructed from a balanced content family
exp019_causality_031,cf_031,causality,Moist follows when the nearby can mechanism activates.,train,rule_composed,8,medium,causality_medium_1,cf_031,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_031,cf_031,analogy,"Like the dispenser, the nearby can connects condition and outcome.",train,rule_composed,10,medium,analogy_medium_1,cf_031,false,label_quality=clear; constructed from a balanced content family
exp019_definition_031,cf_031,definition,The nearby can refers to an object used for a purpose.,train,rule_composed,11,medium,definition_medium_1,cf_031,false,label_quality=clear; constructed from a balanced content family
exp019_logic_032,cf_032,logic,"When the nearby panel condition holds, the stated rule requires produced as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_2,cf_032,false,label_quality=clear; constructed from a balanced content family
exp019_causality_032,cf_032,causality,A change in the nearby panel condition leads to produced through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_2,cf_032,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_032,cf_032,analogy,The nearby panel relation corresponds to the windmill relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_2,cf_032,false,label_quality=clear; constructed from a balanced content family
exp019_definition_032,cf_032,definition,A nearby panel is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_2,cf_032,false,label_quality=clear; constructed from a balanced content family
exp019_logic_033,cf_033,logic,Nearby sharpener condition entails removed.,validation,rule_composed,5,short,logic_short_3,cf_033,false,label_quality=clear; constructed from a balanced content family
exp019_causality_033,cf_033,causality,Nearby sharpener state yields outcome.,validation,rule_composed,5,short,causality_short_3,cf_033,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_033,cf_033,analogy,Nearby sharpener mirrors grater's relation.,validation,rule_composed,5,short,analogy_short_3,cf_033,false,label_quality=clear; constructed from a balanced content family
exp019_definition_033,cf_033,definition,Nearby sharpener denotes purpose.,validation,rule_composed,4,short,definition_short_3,cf_033,false,label_quality=clear; constructed from a balanced content family
exp019_logic_034,cf_034,logic,"If the nearby thermos condition holds, slowly follows under the rule.",train,rule_composed,11,medium,logic_medium_4,cf_034,false,label_quality=clear; constructed from a balanced content family
exp019_causality_034,cf_034,causality,The nearby thermos condition produces slowly through a simple mechanism.,train,rule_composed,10,medium,causality_medium_4,cf_034,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_034,cf_034,analogy,The nearby thermos relation matches the coat relation in structure.,train,rule_composed,10,medium,analogy_medium_4,cf_034,false,label_quality=clear; constructed from a balanced content family
exp019_definition_034,cf_034,definition,A nearby thermos is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_4,cf_034,false,label_quality=clear; constructed from a balanced content family
exp019_logic_035,cf_035,logic,"When the nearby calendar condition holds, the stated rule requires changes as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_0,cf_035,false,label_quality=clear; constructed from a balanced content family
exp019_causality_035,cf_035,causality,A change in the nearby calendar condition leads to changes through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_0,cf_035,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_035,cf_035,analogy,The nearby calendar relation corresponds to the odometer relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_0,cf_035,false,label_quality=clear; constructed from a balanced content family
exp019_definition_035,cf_035,definition,A nearby calendar is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_0,cf_035,false,label_quality=clear; constructed from a balanced content family
exp019_logic_036,cf_036,logic,Nearby pulley condition entails rises.,train,rule_composed,5,short,logic_short_1,cf_036,false,label_quality=clear; constructed from a balanced content family
exp019_causality_036,cf_036,causality,Nearby pulley state yields outcome.,train,rule_composed,5,short,causality_short_1,cf_036,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_036,cf_036,analogy,Nearby pulley mirrors lever's relation.,train,rule_composed,5,short,analogy_short_1,cf_036,false,label_quality=clear; constructed from a balanced content family
exp019_definition_036,cf_036,definition,Nearby pulley denotes purpose.,train,rule_composed,4,short,definition_short_1,cf_036,false,label_quality=clear; constructed from a balanced content family
exp019_logic_037,cf_037,logic,"If the nearby magnet condition holds, closer follows under the rule.",train,rule_composed,11,medium,logic_medium_2,cf_037,false,label_quality=clear; constructed from a balanced content family
exp019_causality_037,cf_037,causality,The nearby magnet condition produces closer through a simple mechanism.,train,rule_composed,10,medium,causality_medium_2,cf_037,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_037,cf_037,analogy,The nearby magnet relation matches the vacuum relation in structure.,train,rule_composed,10,medium,analogy_medium_2,cf_037,false,label_quality=clear; constructed from a balanced content family
exp019_definition_037,cf_037,definition,A nearby magnet is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_2,cf_037,false,label_quality=clear; constructed from a balanced content family
exp019_logic_038,cf_038,logic,"When the nearby cube condition holds, the stated rule requires melts as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_3,cf_038,false,label_quality=clear; constructed from a balanced content family
exp019_causality_038,cf_038,causality,A change in the nearby cube condition leads to melts through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_3,cf_038,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_038,cf_038,analogy,The nearby cube relation corresponds to the candle relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_3,cf_038,false,label_quality=clear; constructed from a balanced content family
exp019_definition_038,cf_038,definition,A nearby cube is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_3,cf_038,false,label_quality=clear; constructed from a balanced content family
exp019_logic_039,cf_039,logic,Observed timer entails rings.,test,rule_composed,4,short,logic_short_4,cf_039,false,label_quality=clear; constructed from a balanced content family
exp019_causality_039,cf_039,causality,Observed timer triggers rings.,test,rule_composed,4,short,causality_short_4,cf_039,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_039,cf_039,analogy,Observed timer parallels kettle.,test,rule_composed,4,short,analogy_short_4,cf_039,false,label_quality=clear; constructed from a balanced content family
exp019_definition_039,cf_039,definition,A observed timer has purpose.,test,rule_composed,5,short,definition_short_4,cf_039,false,label_quality=clear; constructed from a balanced content family
exp019_logic_040,cf_040,logic,"If the observed gauge condition holds, rises follows under the rule.",test,rule_composed,11,medium,logic_medium_0,cf_040,false,label_quality=clear; constructed from a balanced content family
exp019_causality_040,cf_040,causality,The observed gauge condition produces rises through a simple mechanism.,test,rule_composed,10,medium,causality_medium_0,cf_040,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_040,cf_040,analogy,The observed gauge relation matches the gauge relation in structure.,test,rule_composed,10,medium,analogy_medium_0,cf_040,false,label_quality=clear; constructed from a balanced content family
