candidate_id,task_class,response_text,provenance,source_reference,topic_domain,length_tokens,length_band
SRC-ANA-021,analogy,"Evaporation moves surface water into air, and transpiration moves plant water into air; both have the same result.",not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,biology,18,limited_long
SRC-ANA-022,analogy,"Force changes an object's motion, and heat changes water's solid, liquid, or gas state.",not_recorded,https://openstax.org/books/physics/pages/4-1-force,physics,14,limited_long
SRC-ANA-023,analogy,"Biological adaptation can enhance survival rates, tool design can improve operational efficiency, both are optimization methods.",not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,general_science,16,limited_long
SRC-ANA-024,analogy,"Momentum conservation limits post-collision velocities, while energy conservation limits energy distribution before and after conversion.",not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,physics,16,limited_long
SRC-ANA-025,analogy,"The immune system forms barriers against bacteria, while fences block foreign substances; both protect against intrusion.",not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,16,limited_long
GAP-LOG-001,logic,"If the key is inside the drawer, opening the drawer can reveal it.",rule_composed,rule_composed://deterministic-construction,everyday_life,13,limited_long
GAP-LOG-002,logic,A sealed envelope hides its contents until someone opens it.,independent_external,rule_composed://deterministic-construction,everyday_life,10,medium
GAP-LOG-003,logic,A red traffic light signals that cars should stop.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,9,medium
GAP-LOG-004,logic,Dividing an even number by two leaves no remainder.,rule_composed,rule_composed://deterministic-construction,mathematics,9,medium
GAP-LOG-005,logic,A square has four equal sides.,independent_external,rule_composed://deterministic-construction,mathematics,6,medium
GAP-LOG-006,logic,A cat is not a reptile.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,6,medium
GAP-LOG-007,logic,A book on the left is not on the right of the cup.,rule_composed,rule_composed://deterministic-construction,spatial_reasoning,13,limited_long
GAP-LOG-008,logic,Schedules with no shared time do not overlap.,independent_external,rule_composed://deterministic-construction,everyday_life,8,medium
GAP-LOG-009,logic,Three coins plus two coins make five coins.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,8,medium
GAP-LOG-010,logic,A password shorter than the required length fails the check.,rule_composed,rule_composed://deterministic-construction,technology,10,medium
GAP-LOG-011,logic,"If the train arrives after the bus, the train is later.",independent_external,rule_composed://deterministic-construction,everyday_life,11,medium
GAP-LOG-012,logic,An item outside a box is not inside that box.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,spatial_reasoning,10,medium
GAP-LOG-013,logic,"If every class member has an ID, Maya has an ID as a class member.",rule_composed,rule_composed://deterministic-construction,language,15,limited_long
GAP-LOG-014,logic,Dividing a whole into equal parts makes each part smaller than the whole.,independent_external,rule_composed://deterministic-construction,mathematics,13,limited_long
GAP-LOG-015,logic,Sets with exactly the same elements have the same size.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,10,medium
GAP-LOG-016,logic,A route with no connecting road cannot reach its destination by that route.,rule_composed,rule_composed://deterministic-construction,spatial_reasoning,13,limited_long
GAP-LOG-017,logic,A book north of a lamp is not south of the lamp in the same layout.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,16,limited_long
GAP-LOG-018,logic,A number divisible by ten ends in zero.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,8,medium
GAP-LOG-019,logic,A square is a rectangle with equal sides.,rule_composed,rule_composed://deterministic-construction,mathematics,8,medium
GAP-LOG-020,logic,An object inside a smaller box is also inside a larger box around it.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,14,limited_long
GAP-LOG-021,logic,A ticket dated tomorrow is later than a ticket dated today.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,11,medium
GAP-LOG-022,logic,"If every seat is occupied, no seat is available.",rule_composed,rule_composed://deterministic-construction,everyday_life,9,medium
GAP-LOG-023,logic,A triangle with three sides is a polygon.,independent_external,rule_composed://deterministic-construction,mathematics,8,medium
GAP-LOG-024,logic,"If two routes share no connecting segment, one cannot continue along the other.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,spatial_reasoning,13,limited_long
GAP-LOG-025,logic,A larger whole divided into equal pieces gives smaller pieces.,rule_composed,rule_composed://deterministic-construction,mathematics,10,medium
GAP-LOG-026,logic,"If an organism has chloroplasts, it can use light energy in photosynthesis.",independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,12,medium
GAP-LOG-027,logic,"If photosynthesis stores energy in carbohydrates, those molecules contain captured energy.",ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,11,medium
GAP-LOG-028,logic,"If consumers eat producers, energy moves from producers to consumers.",rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,10,medium
GAP-LOG-029,logic,A hemisphere tilted toward the Sun receives more direct sunlight.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,10,medium
GAP-LOG-030,logic,"If the Northern Hemisphere tilts toward the Sun, it experiences summer.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,11,medium
GAP-LOG-031,logic,A fair six-sided die gives each face equal probability.,rule_composed,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,10,medium
GAP-LOG-032,logic,Two equally likely coin outcomes give heads a probability of one half.,independent_external,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,12,medium
GAP-LOG-033,logic,"If an unbalanced force acts, an object's velocity can change.",ai_assisted_surface_normalized,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,10,medium
GAP-LOG-034,logic,"Without an unbalanced force, constant velocity continues.",rule_composed,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,7,medium
GAP-LOG-035,logic,"If groundwater moves through rock spaces, connected spaces can permit flow.",independent_external,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,11,medium
GAP-LOG-036,logic,Gravity and pressure can drive groundwater downward or sideways.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,9,medium
GAP-LOG-037,logic,Ocean conditions can influence weather patterns.,rule_composed,https://oceanservice.noaa.gov/education/literacy.html,earth_science,6,medium
GAP-LOG-038,logic,"If Earth's land, air, water, and life interact, change in one part can affect another.",independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,15,limited_long
GAP-LOG-039,logic,"If immune defenses work together, protection involves more than one body component.",ai_assisted_surface_normalized,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,12,medium
GAP-LOG-040,logic,"If macrophages are phagocytes, they can engulf particles.",rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,8,medium
GAP-LOG-041,logic,"If a feature improves an animal's survival, it may function as an adaptation.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,13,limited_long
GAP-LOG-042,logic,"If water moves through reservoirs and pathways, groundwater participates in a cycle.",ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,12,medium
GAP-CAU-001,causality,Friction slows a rolling ball on the floor.,rule_composed,rule_composed://deterministic-construction,physics,8,medium
GAP-CAU-002,causality,Adding ice cools a drink.,independent_external,rule_composed://deterministic-construction,everyday_life,5,short
GAP-CAU-003,causality,Opening a window can lower room temperature.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,7,medium
GAP-CAU-004,causality,Pressing a bicycle brake reduces its speed.,rule_composed,rule_composed://deterministic-construction,technology,7,medium
GAP-CAU-005,causality,Covering a hot pot reduces heat loss.,independent_external,rule_composed://deterministic-construction,everyday_life,7,medium
GAP-CAU-006,causality,Moving air speeds evaporation from wet clothes.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,7,medium
GAP-CAU-007,causality,Sharpening a pencil produces a narrower point.,rule_composed,rule_composed://deterministic-construction,everyday_life,7,medium
GAP-CAU-008,causality,Stretching a rubber band stores elastic energy.,independent_external,rule_composed://deterministic-construction,physics,7,medium
GAP-CAU-009,causality,Removing the batteries stops a flashlight.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,6,medium
GAP-CAU-010,causality,Blocking a light sensor prevents it from detecting light.,rule_composed,rule_composed://deterministic-construction,technology,9,medium
GAP-CAU-011,causality,Sunlight warms a dark surface.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,5,short
GAP-CAU-012,causality,Earth's tilt changes seasonal sunlight exposure.,ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,6,medium
GAP-CAU-013,causality,Evaporation can cool a wet surface.,rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,6,medium
GAP-CAU-014,causality,Photosynthesis stores solar energy in carbohydrates.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,6,medium
GAP-CAU-015,causality,Cellular respiration releases usable energy from food.,ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,7,medium
GAP-CAU-016,causality,Consumers receive energy by eating food.,rule_composed,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,6,medium
GAP-CAU-017,causality,An unbalanced force changes an object's velocity.,independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,7,medium
GAP-CAU-018,causality,Groundwater movement follows gravity and pressure.,ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,6,medium
GAP-CAU-019,causality,"Immune defenses block, detect, and remove harmful agents.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,8,medium
GAP-CAU-020,causality,Macrophages engulf foreign material.,independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,4,short
GAP-CAU-021,causality,Cooling air turns water vapor into droplets.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,earth_science,7,medium
GAP-CAU-022,causality,Longer sunlight exposure heats a surface more.,rule_composed,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,7,medium
GAP-CAU-023,causality,Closing plant stomata reduces water loss.,independent_external,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,6,medium
GAP-CAU-024,causality,A cold container produces droplets from warm vapor.,ai_assisted_surface_normalized,https://www.usgs.gov/educational-resources/water-world,physics,8,medium
GAP-CAU-025,causality,Pumping water upward requires energy input.,rule_composed,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,technology,6,medium
GAP-CAU-026,causality,A barrier on a route prevents a traveler from reaching the destination.,independent_external,rule_composed://deterministic-construction,spatial_reasoning,12,medium
GAP-CAU-027,causality,A loose bicycle chain reduces power transfer.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,7,medium
GAP-CAU-028,causality,A heavier load makes a cart harder to accelerate.,rule_composed,rule_composed://deterministic-construction,physics,9,medium
GAP-CAU-029,causality,A wider opening lets more air pass through.,independent_external,rule_composed://deterministic-construction,everyday_life,8,medium
GAP-CAU-030,causality,A missing key prevents a lock from opening.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,8,medium
GAP-ANA-001,analogy,"A key opens a lock, and a password opens access to an account.",rule_composed,rule_composed://deterministic-construction,technology,13,limited_long
GAP-ANA-002,analogy,"A lid covers a container, and a roof covers a building.",independent_external,rule_composed://deterministic-construction,everyday_life,11,medium
GAP-ANA-003,analogy,"A map guides a traveler, and a diagram guides a learner.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,language,11,medium
GAP-ANA-004,analogy,"A filter retains particles, and a sieve retains grains.",rule_composed,rule_composed://deterministic-construction,technology,9,medium
GAP-ANA-005,analogy,"A thermostat regulates temperature, and a traffic signal regulates movement.",independent_external,rule_composed://deterministic-construction,technology,10,medium
GAP-ANA-006,analogy,"A pump moves water, and a conveyor moves packages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,9,medium
GAP-ANA-007,analogy,"A folder stores files, and a shelf stores books.",rule_composed,rule_composed://deterministic-construction,technology,9,medium
GAP-ANA-008,analogy,"A recipe guides cooking, and an algorithm guides computation.",independent_external,rule_composed://deterministic-construction,language,9,medium
GAP-ANA-009,analogy,"A bridge connects two banks, and a link connects two webpages.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,11,medium
GAP-ANA-010,analogy,"A plant stores light energy in carbohydrates, and a battery stores electrical energy for later use.",rule_composed,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,16,limited_long
GAP-ANA-011,analogy,"A seed protects an embryo, and a case protects a delicate instrument.",independent_external,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,12,medium
GAP-ANA-012,analogy,"Pore spaces hold groundwater, and a reservoir holds surface water.",ai_assisted_surface_normalized,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,10,medium
GAP-ANA-013,analogy,"An immune barrier blocks harmful agents, and a fence blocks unwanted entry.",rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,12,medium
GAP-ANA-014,analogy,"A force changes motion, and heat changes the state of water.",independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,11,medium
GAP-ANA-015,analogy,"Earth's tilt changes seasonal sunlight, and a dimmer changes lamp brightness.",ai_assisted_surface_normalized,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,11,medium
GAP-ANA-016,analogy,"A river carries water downhill, and a conveyor carries goods forward.",rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,11,medium
GAP-ANA-017,analogy,"A well pump lifts groundwater, and a heart pumps blood through vessels.",independent_external,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,12,medium
GAP-ANA-018,analogy,"A food web links feeding relationships, and a transit map links travel routes.",ai_assisted_surface_normalized,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,13,limited_long
GAP-ANA-019,analogy,"A macrophage removes foreign material, and a filter removes particles from water.",rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,12,medium
GAP-ANA-020,analogy,"A cloud stores condensed water, and a tank stores liquid water.",independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,11,medium
GAP-ANA-021,analogy,"A camera records light, and a thermometer records temperature.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,9,medium
GAP-ANA-022,analogy,"A root anchors a plant, and an anchor holds a boat.",rule_composed,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,biology,11,medium
GAP-ANA-023,analogy,"Friction slows a wheel, and a brake slows a bicycle.",independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,10,medium
