candidate_id,task_class,original_response,normalized_response,audit_status,semantic_guard,naturalness_status,self_contained,task_clarity,lexical_shortcut_risk,redundancy_risk,length_tokens,length_band,topic_domain,provenance,source_reference,audit_reason
SRC-LOG-018,logic,The moon has a greater influence on tides than the sun.,The moon has a greater influence on tides than the sun.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,11,medium,earth_science,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-LOG-019,logic,Connected pores allow water movement.,Connected pores allow water movement.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,5,short,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,Dominant task function is not sufficiently clear for the original class without adding a premise or mechanism; human review is required.
SRC-LOG-020,logic,Net force changes speed.,Net force changes speed.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,4,short,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,Dominant task function is not sufficiently clear for the original class without adding a premise or mechanism; human review is required.
SRC-LOG-021,logic,The momentum of a vehicle is equal to the product of its mass and velocity.,The momentum of a vehicle is equal to the product of its mass and velocity.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,15,limited_long,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-LOG-022,logic,Rising steam cools and condenses to form clouds.,Rising steam cools and condenses to form clouds.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,8,medium,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,Dominant task function is not sufficiently clear for the original class without adding a premise or mechanism; human review is required.
SRC-LOG-023,logic,Precipitation can penetrate the ground and replenish groundwater.,Precipitation can penetrate the ground and replenish groundwater.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,8,medium,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/infiltration-and-water-cycle,Dominant task function is not sufficiently clear for the original class without adding a premise or mechanism; human review is required.
SRC-LOG-024,logic,"The gravitational pull of the moon and the sun causes ocean responses, thereby forming tides.","The gravitational pull of the moon and the sun causes ocean responses, thereby forming tides.",HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,15,limited_long,earth_science,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,Dominant task function is not sufficiently clear for the original class without adding a premise or mechanism; human review is required.
SRC-LOG-025,logic,Adaptability improves for foraging or movement.,Adaptability improves for foraging or movement.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,no,mismatched,low,low,6,medium,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,The statement is incomplete and its intended relation is unclear; substantive authorship would be required.
SRC-CAU-001,causality,Net force causes changes in the motion of an object.,Net force causes changes in the motion of an object.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,10,medium,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-002,causality,A longer duration of force action leads to greater changes in impulse and momentum.,A longer duration of force action leads to greater changes in impulse and momentum.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,14,limited_long,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,The causal claim needs an unstated condition about force to be technically reliable; do not auto-rewrite.
SRC-CAU-003,causality,Elastic collisions transfer momentum between vehicles of equal mass.,Elastic collisions transfer momentum between vehicles of equal mass.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,9,medium,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-004,causality,External forces cause a change in the total momentum of a system.,External forces cause a change in the total momentum of a system.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-005,causality,Changes in velocity can change momentum.,Changes in velocity can change momentum.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,6,medium,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,The relationship needs an unstated mass condition to be technically precise; do not auto-rewrite.
SRC-CAU-006,causality,Photosynthesis absorbs solar energy and can store chemical energy in carbohydrates.,Photosynthesis absorbs solar energy and can store chemical energy in carbohydrates.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,11,medium,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-007,causality,Photosynthesis uses water and carbon dioxide to produce sugar and oxygen.,Photosynthesis uses water and carbon dioxide to produce sugar and oxygen.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,11,medium,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-008,causality,Chlorophyll absorbs light for the purpose of photosynthesis.,Chlorophyll absorbs light for photosynthesis.,ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,low,low,8,medium,biology,not_recorded,https://www.khanacademy.org/science/ap-biology/cell-structure-and-function/photosynthesis-ap/a/photosynthesis-overview,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-009,causality,Closing stomata reduces water loss in plants.,Closing stomata reduces water loss in plants.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,7,medium,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-010,causality,"The pattern of feathers blends with the environment, enabling owls to hide through camouflage.","The pattern of feathers blends with the environment, enabling owls to hide through camouflage.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-011,causality,Sunlight heating surface water causes liquid water to evaporate.,"Sunlight heats surface water, causing liquid water to evaporate.",ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,9,medium,physics,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-012,causality,"Water vapor rises to cooler air, condenses to form cloud droplets.",Water vapor rises into cooler air and condenses to form cloud droplets.,ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,11,medium,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-013,causality,"Changes in the gravitational pull of the moon cause tidal forces, causing the ocean to bulge.","Changes in the Moon's gravitational pull create tidal forces, causing the ocean to bulge.",ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,16,limited_long,physics,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-014,causality,Precipitation infiltration can replenish groundwater.,Infiltration of precipitation can replenish groundwater.,ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,5,short,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/infiltration-and-water-cycle,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-015,causality,Extraction faster than infiltration causes the groundwater level to drop.,Groundwater extraction faster than infiltration causes the groundwater level to drop.,ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,10,medium,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-016,causality,Warm water vapor contacting a cold container will condense into liquid droplets.,"When warm water vapor contacts a cold container, it condenses into liquid droplets.",ACCEPT_SURFACE_NORMALIZED,SURFACE_ONLY_UNCHANGED,surface_normalized,yes,clear,medium,medium,12,medium,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Only grammar, wording, or terminology form was minimally normalized; the original proposition is unchanged."
SRC-CAU-017,causality,Rainfall infiltration can allow water in the permeable ground to enter the underground.,Rainfall infiltration can allow water in the permeable ground to enter the underground.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,medium,medium,13,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/infiltration-and-water-cycle,Translation-like wording makes the factual relation unclear; naturalization would require substantive rewriting.
SRC-CAU-018,causality,"Bale plates retain prey, enabling whales to filter-feed.","Bale plates retain prey, enabling whales to filter-feed.",HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,9,medium,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,The technical term and factual relation need human checking; correcting them would alter content.
SRC-CAU-019,causality,Gravity causes surface water to flow downward to lower areas.,Gravity causes surface water to flow downward to lower areas.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,10,medium,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-020,causality,A long tail can improve balance.,A long tail can improve balance.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,6,medium,general_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-021,causality,Satellite measurement of precipitation enables scientists to monitor large-scale rainfall.,Satellite measurement of precipitation enables scientists to monitor large-scale rainfall.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,11,medium,technology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-022,causality,Wells reaching aquifers can extract groundwater.,Wells reaching aquifers can extract groundwater.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,6,medium,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-023,causality,Cooling water vapor forms visible clouds.,Cooling water vapor forms visible clouds.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,6,medium,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-CAU-024,causality,The speed at which a force is applied may change.,The speed at which a force is applied may change.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,no,partial,low,low,10,medium,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"The sentence lacks a stated outcome, so it is not self-contained as a causal response."
SRC-CAU-025,causality,A measuring system tracking the tide level can record high and low tides for prediction.,A measuring system tracking the tide level can record high and low tides for prediction.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,15,limited_long,earth_science,not_recorded,https://prod-01-alb-www-noaa.woc.noaa.gov/jetstream/ocean/tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-001,analogy,"The water cycle is the process of continuous movement of water between land, ocean and atmosphere in the Earth system.","The water cycle is the process of continuous movement of water between land, ocean and atmosphere in the Earth system.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,20,limited_long,earth_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-002,analogy,Evaporation is the phase change that turns liquid water into water vapor.,Evaporation is the phase change that turns liquid water into water vapor.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,12,medium,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-003,analogy,Photosynthesis is a biological energy process that uses light energy to help synthesize carbohydrates.,Photosynthesis is a biological energy process that uses light energy to help synthesize carbohydrates.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,biology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-004,analogy,Tidal force is the gravitational effect of the difference in gravity between the moon and the sun on the sea.,Tidal force is the gravitational effect of the difference in gravity between the moon and the sun on the sea.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,20,limited_long,physics,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-005,analogy,Groundwater is the underground water resource that fills underground pores or fissures.,Groundwater is the underground water resource that fills underground pores or fissures.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,12,medium,earth_science,not_recorded,https://www.khanacademy.org/science/ap-biology/cell-structure-and-function/photosynthesis-ap/a/photosynthesis-overview,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-006,analogy,Momentum is a physical quantity that is the product of mass and velocity.,Momentum is a physical quantity that is the product of mass and velocity.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,13,limited_long,physics,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-007,analogy,Speed is a physical quantity that describes the rate of motion with direction.,Speed is a physical quantity that describes the rate of motion with direction.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,13,limited_long,physics,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-008,analogy,Conservation is the physical principle that physical quantities remain unchanged under specific conditions.,Conservation is the physical principle that physical quantities remain unchanged under specific conditions.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,13,limited_long,general_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-009,analogy,Force is the physical interaction that can change motion.,Force is the physical interaction that can change motion.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,9,medium,physics,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-010,analogy,Acceleration is the physical quantity that describes the change in velocity over time.,Acceleration is the physical quantity that describes the change in velocity over time.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,13,limited_long,physics,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-011,analogy,Well is a water extraction structure that reaches groundwater for extraction.,Well is a water extraction structure that reaches groundwater for extraction.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,11,medium,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-012,analogy,Cloud is an aggregation of atmospheric water droplets or ice particles containing condensation.,Cloud is an aggregation of atmospheric water droplets or ice particles containing condensation.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,13,limited_long,earth_science,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-013,analogy,Flippers are the animal body structure that helps whales turn in water.,Flippers are the animal body structure that helps whales turn in water.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,12,medium,biology,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-014,analogy,Bale is the feeding structure that retains small prey while allowing water to pass through.,Bale is the feeding structure that retains small prey while allowing water to pass through.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,15,limited_long,biology,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-015,analogy,Feather camouflage is the animal adaptation that blends the animal with the surrounding environment.,Feather camouflage is the animal adaptation that blends the animal with the surrounding environment.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-016,analogy,Satellite precipitation sensor is a remote sensing instrument that measures precipitation information from orbit.,Satellite precipitation sensor is a remote sensing instrument that measures precipitation information from orbit.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-017,analogy,Well pump is a water transportation device that lifts groundwater to the surface.,Well pump is a water transportation device that lifts groundwater to the surface.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,13,limited_long,technology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-018,analogy,Tide gauge is an environmental measurement instrument that records changes in water level.,Tide gauge is an environmental measurement instrument that records changes in water level.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,13,limited_long,technology,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-019,analogy,Chlorophyll sensor is a light-sensitive measuring tool that detects or studies light absorption.,Chlorophyll sensor is a light-sensitive measuring tool that detects or studies light absorption.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,technology,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-020,analogy,Filter surface is a separation mechanism that allows water to pass through and retains particles.,Filter surface is a separation mechanism that allows water to pass through and retains particles.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,15,limited_long,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-021,analogy,Adaptability is the biological characteristic that helps organisms survive in their environment.,Adaptability is the biological characteristic that helps organisms survive in their environment.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,12,medium,biology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-022,analogy,Immune system is the body defense system that detects and helps remove harmful substances.,Immune system is the body defense system that detects and helps remove harmful substances.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,biology,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
