candidate_id,task_class,original_response,normalized_response,audit_status,semantic_guard,naturalness_status,self_contained,task_clarity,lexical_shortcut_risk,redundancy_risk,length_tokens,length_band,topic_domain,provenance,source_reference,audit_reason
SRC-DEF-001,definition,"The water cycle is the process of continuous movement of water between land, ocean and atmosphere in the Earth system.","The water cycle is the process of continuous movement of water between land, ocean and atmosphere in the Earth system.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,20,limited_long,earth_science,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-002,definition,Evaporation is the phase change that turns liquid water into water vapor.,Evaporation is the phase change that turns liquid water into water vapor.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-003,definition,Photosynthesis is a biological energy process that uses light energy to help synthesize carbohydrates.,Photosynthesis is a biological energy process that uses light energy to help synthesize carbohydrates.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-004,definition,Tidal force is the gravitational effect of the difference in gravity between the moon and the sun on the sea.,Tidal force is the gravitational effect of the difference in gravity between the moon and the sun on the sea.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,20,limited_long,physics,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,Definition is broadly recognizable but tidal-force wording requires technical checking; no automatic rewrite.
SRC-DEF-005,definition,Groundwater is the underground water resource that fills underground pores or fissures.,Groundwater is the underground water resource that fills underground pores or fissures.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-006,definition,Momentum is a physical quantity that is the product of mass and velocity.,Momentum is a physical quantity that is the product of mass and velocity.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,13,limited_long,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-007,definition,Speed is a physical quantity that describes the rate of motion with direction.,Speed is a physical quantity that describes the rate of motion with direction.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,medium,medium,13,limited_long,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,Response says speed while the repaired source concept is velocity; human review is required without relabeling.
SRC-DEF-008,definition,Conservation is the physical principle that physical quantities remain unchanged under specific conditions.,Conservation is the physical principle that physical quantities remain unchanged under specific conditions.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,13,limited_long,general_science,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-009,definition,Force is the physical interaction that can change motion.,Force is the physical interaction that can change motion.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,9,medium,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-010,definition,Acceleration is the physical quantity that describes the change in velocity over time.,Acceleration is the physical quantity that describes the change in velocity over time.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,13,limited_long,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-011,definition,Well is a water extraction structure that reaches groundwater for extraction.,Well is a water extraction structure that reaches groundwater for extraction.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,11,medium,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-012,definition,Cloud is an aggregation of atmospheric water droplets or ice particles containing condensation.,Cloud is an aggregation of atmospheric water droplets or ice particles containing condensation.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,13,limited_long,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,Definition is understandable but wording is awkward; human review is required because surface repair may alter the statement.
SRC-DEF-013,definition,Flippers are the animal body structure that helps whales turn in water.,Flippers are the animal body structure that helps whales turn in water.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-014,definition,Bale is the feeding structure that retains small prey while allowing water to pass through.,Bale is the feeding structure that retains small prey while allowing water to pass through.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,medium,medium,15,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,Response uses 'Bale' while the repaired source concept is baleen; terminology needs human review.
SRC-DEF-015,definition,Feather camouflage is the animal adaptation that blends the animal with the surrounding environment.,Feather camouflage is the animal adaptation that blends the animal with the surrounding environment.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-016,definition,Satellite precipitation sensor is a remote sensing instrument that measures precipitation information from orbit.,Satellite precipitation sensor is a remote sensing instrument that measures precipitation information from orbit.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,technology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-017,definition,Well pump is a water transportation device that lifts groundwater to the surface.,Well pump is a water transportation device that lifts groundwater to the surface.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,13,limited_long,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-018,definition,Tide gauge is an environmental measurement instrument that records changes in water level.,Tide gauge is an environmental measurement instrument that records changes in water level.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,13,limited_long,technology,not_recorded,https://prod-01-alb-www-noaa.woc.noaa.gov/jetstream/ocean/tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-019,definition,Chlorophyll sensor is a light-sensitive measuring tool that detects or studies light absorption.,Chlorophyll sensor is a light-sensitive measuring tool that detects or studies light absorption.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,technology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-020,definition,Filter surface is a separation mechanism that allows water to pass through and retains particles.,Filter surface is a separation mechanism that allows water to pass through and retains particles.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,15,limited_long,technology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-021,definition,Adaptability is the biological characteristic that helps organisms survive in their environment.,Adaptability is the biological characteristic that helps organisms survive in their environment.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-022,definition,Immune system is the body defense system that detects and helps remove harmful substances.,Immune system is the body defense system that detects and helps remove harmful substances.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,biology,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-023,definition,Aquifer is the water-bearing geological layer that stores and transmits available groundwater.,Aquifer is the water-bearing geological layer that stores and transmits available groundwater.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,13,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-DEF-024,definition,Precipitation is the water cycle transmission of water falling from the atmosphere to the surface.,Precipitation is the water cycle transmission of water falling from the atmosphere to the surface.,HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,medium,medium,15,limited_long,earth_science,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,Definition function is recognizable but wording is translation-like; human review is required.
SRC-DEF-025,definition,Chloroplast is the cellular organelle of plants that contains the photosynthesis mechanism.,Chloroplast is the cellular organelle of plants that contains the photosynthesis mechanism.,ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,12,medium,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
