model,layer,split,source_group,target_group,beta,intervention_type,eval_item_id,target_probability,source_probability,target_minus_source_probability,target_prediction_rate,source_prediction_rate
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_01,0.0001896797799715722,0.9836990173329339,-0.9835093375529623,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_02,0.00012688448060517224,0.9860691429780417,-0.9859422584974366,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_03,9.135939178571265e-05,0.9894722383343517,-0.989380878942566,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_01,0.996153758172588,3.72353365847412e-05,0.9961165228360033,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_02,0.9950540068332995,5.57356693473363e-05,0.9949982711639521,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_03,0.9947180326484132,7.764940119755813e-05,0.9946403832472156,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_01,0.2694974348111041,0.4285040736232803,-0.1590066388121762,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_02,0.20766688933792973,0.49479492765631056,-0.28712803831838085,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_03,0.1719840544630134,0.5710810060948533,-0.39909695163183995,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_01,4.523522321560345e-06,0.9971497779989965,-0.9971452544766749,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_02,3.019951678193067e-06,0.9975652568724727,-0.9975622369207945,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_03,2.168259958032112e-06,0.9981693323173764,-0.9981671640574183,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_01,0.9994824340829445,8.789448243720837e-07,0.9994815551381201,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_02,0.9993341993817775,1.3169062522637106e-06,0.9993328824755252,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_03,0.9992887511485795,1.8352137722327918e-06,0.9992869159348072,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_01,0.30187032108527445,0.39418680388615257,-0.09231648280087812,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_02,0.23568898617959047,0.4611886546643225,-0.22549966848473205,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_03,0.19751622904718885,0.5386338761575611,-0.34111764711037224,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_01,1.0667382943085876e-07,0.9995027742988805,-0.999502667625051,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_02,7.119210633166784e-08,0.9995755451781194,-0.9995754739860131,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_03,5.108888917371297e-08,0.9996818140896573,-0.9996817630007682,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_01,0.8527371785120001,0.003212680286106667,0.8495244982258935,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_02,0.8734523407473179,0.003518508044976327,0.8699338327023416,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_03,0.9086050983659302,0.003617391364145281,0.9049877070017849,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_01,0.08238292692994033,0.46266433066967694,-0.3802814037397366,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_02,0.08748229014865636,0.5253103647862762,-0.43782807463761986,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_03,0.10004921474462772,0.5937594069769362,-0.4937101922323085,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_01,4.49403357066083e-05,0.9858272181194051,-0.9857822777836985,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_02,4.218624862609829e-05,0.9894695309429233,-0.9894273446942973,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_03,4.2818475944077006e-05,0.9925758753868826,-0.9925330569109385,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_01,0.9739717135212446,7.470000118297627e-05,0.9738970135200616,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_02,0.9779466700613914,8.019669337056568e-05,0.9778664733680208,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_03,0.9847782850481971,7.981430680079669e-05,0.9846984707413963,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_01,0.09687172822191996,0.4275983774903368,-0.33072664926841683,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_02,0.1038850762409,0.4902969469458872,-0.3864118707049872,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_03,0.11948003660150182,0.5573170963684875,-0.43783705976698567,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_01,9.261774028774001e-07,0.9980141954536511,-0.9980132692762482,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_02,8.666829047446613e-07,0.9985499477612467,-0.998549081078342,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_03,8.772953707432357e-07,0.9989790797340533,-0.9989782024386825,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_01,0.995761518681324,1.554717753845435e-06,0.9957599639635701,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_02,0.9963878881588432,1.6633807990742163e-06,0.9963862247780441,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_03,0.9975296677509661,1.645849265376606e-06,0.9975280219017006,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_01,0.11299003398075291,0.392002954248421,-0.2790129202676681,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_02,0.12238170401274907,0.4539758201266711,-0.33159411611392203,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_03,0.14150524608820278,0.5187878061160937,-0.37728256002789085,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_01,1.8886777037073594e-08,0.999720129543932,-0.9997201106571549,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_02,1.7665454356961464e-08,0.9997983613432,-0.9997983436777457,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_03,1.787514637577102e-08,0.9998577291285613,-0.9998577112534149,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_01,0.9767173749142996,0.004156000214644793,0.9725613746996548,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_02,0.965240935166341,0.007041879753571341,0.9581990554127697,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_03,0.9327832259576144,0.022319414025156345,0.9104638119324581,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_01,0.0660455600318236,0.8559141351479244,-0.7898685751161008,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_02,0.04011997048338261,0.891442635845923,-0.8513226653625404,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_03,0.01299895143704649,0.9473060386933991,-0.9343070872563527,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_01,3.766704987504815e-05,0.99708052483176,-0.997042857781885,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_02,2.1982326485574026e-05,0.9976736581390147,-0.9976516758125291,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_03,6.7075745262540574e-06,0.9984574139991242,-0.998450706424598,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_01,0.9973385834928433,8.497355222519023e-05,0.9972536099406182,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_02,0.9960090789789714,0.00014549587330293587,0.9958635831056685,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_03,0.9936166652994904,0.0004760531389822154,0.9931406121605082,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_01,0.06056863558048699,0.8673788520936088,-0.8068102165131218,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_02,0.03664417081219588,0.8997299199126557,-0.8630857491004599,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_03,0.011834507573190867,0.9530301575199649,-0.9411956499467741,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_01,7.560662688426627e-07,0.9995257432273936,-0.9995249871611248,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_02,4.410188627538842e-07,0.999625926269665,-0.9996254852508022,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_03,1.3447990323609446e-07,0.999739662310977,-0.9997395278310738,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_01,0.9996513797844239,1.7053920269972728e-06,0.9996496743923968,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_02,0.9994689764043285,2.9234199198957426e-06,0.9994660529844086,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_03,0.9992463948539824,9.58613766398516e-06,0.9992368087163184,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_01,0.055464158628791206,0.8777037122697012,-0.8222395536409101,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_02,0.03343318267393265,0.9071089510754511,-0.8736757684015184,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_03,0.01076591682186405,0.9580362430363634,-0.9472703262144994,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_01,1.5144896478232728e-08,0.9999215423448938,-0.9999215271999974,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_02,8.833393224855939e-09,0.9999387644104157,-0.9999387555770225,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_03,2.6933063912978484e-09,0.9999557694124617,-0.9999557667191553,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_01,0.9111954619627426,0.008071708206333744,0.9031237537564089,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_02,0.9388832496463426,0.00838569582191949,0.9304975538244231,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_03,0.8529483284991741,0.03674868019530307,0.816199648303871,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_01,0.03298043713902479,0.8143908753548066,-0.7814104382157818,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_02,0.03452207306775229,0.8595021497370219,-0.8249800766692696,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_03,0.007714731841351776,0.9265363121888505,-0.9188215803474987,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_01,1.0945714568095303e-05,0.996654132690209,-0.9966431869756409,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_02,1.0867351572164872e-05,0.9976947313601027,-0.9976838640085305,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_03,2.25459721582264e-06,0.9984686599944205,-0.9984664053972047,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_01,0.9874818952471295,0.00015448859928891855,0.9873274066478406,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_02,0.9921111104980566,0.0001564952698698885,0.9919546152281866,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_03,0.9831066145792352,0.0007480541387574358,0.9823585604404778,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_01,0.03503167866895914,0.8066072495497345,-0.7715755708807753,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_02,0.036742829756925006,0.852996759688141,-0.816253929931216,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_03,0.008241235186466559,0.9229084000225106,-0.914667164836044,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_01,1.9386486218796018e-07,0.9995075194972342,-0.999507325632372,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_02,1.923045073045073e-07,0.9996547569281087,-0.9996545646236014,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_03,3.986963185616947e-08,0.999756666681897,-0.9997566268122652,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_01,0.9981893964393599,2.7579960122052175e-06,0.9981866384433477,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_02,0.9988876229504887,2.7827290518835342e-06,0.9988848402214369,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_03,0.9978309311559719,1.340919672469625e-05,0.9978175219592472,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_01,0.037194750670790006,0.79855991309563,-0.76136516242484,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_02,0.03909199518939537,0.8462278195086139,-0.8071358243192186,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_03,0.00880192349695247,0.9191122643855135,-0.910310340888561,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_01,3.4252637399297036e-09,0.9999253851602501,-0.9999253817349864,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_02,3.3972673875273267e-09,0.9999468471663888,-0.9999468437691215,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_03,7.042782704013804e-10,0.9999608203801666,-0.9999608196758883,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_01,0.9406964920678691,0.010572797235480415,0.9301236948323887,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_02,0.9406680938622516,0.014143380244707618,0.926524713617544,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_03,0.9674692208241179,0.017545472290398545,0.9499237485337193,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_01,0.058033679689600264,0.8474921312487899,-0.7894584515591896,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_02,0.045303033519043905,0.8850326136654116,-0.8397295801463678,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_03,0.03991579955631452,0.94056307764802,-0.9006472780917055,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_01,6.56613252342658e-05,0.9963127172877788,-0.9962470559625446,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_02,4.9138228466259836e-05,0.9974289063353065,-0.9973797681068401,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_03,4.081464511436771e-05,0.9992854907159469,-0.9992446760708324,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_01,0.9906888828098415,0.0003266564632710009,0.9903622263465705,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_02,0.9912336341215185,0.0004372264443059916,0.9907964076772126,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_03,0.9967674056905569,0.0005303167215576353,0.9962370889689992,1.0,0.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_01,0.05542350083857427,0.8558954186159053,-0.8004719177773311,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_02,0.043134624061625326,0.8911056338439964,-0.8479710097823712,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_03,0.037879038553788054,0.9438722571941212,-0.9059932186403331,0.0,1.0
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,opposite,causality_para_01,1.9322451988940197e-06,0.9993892640144098,-0.9993873317692109,0.0,1.0
