model,layer,split,source_group,target_group,fit_item_count,eval_item_count,probe_training_sample_count,probe_training_accuracy,probe_class_counts,baseline_target_assignment_rate,baseline_source_assignment_rate,baseline_target_minus_source_similarity,baseline_target_probability,baseline_source_probability,baseline_target_minus_source_probability,baseline_target_prediction_rate,baseline_source_prediction_rate
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.08710830106580188,0.03245618451625784,0.8847143614038351,-0.8522581768875771,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.005810670742899389,0.13968408453549078,0.5792314931160498,-0.439547408580559,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.005944724227587776,0.05834938440747036,0.5792314931160498,-0.5208821087085794,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.0023235818461897853,0.22273503794098906,0.5792314931160498,-0.35649645517506073,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.011485875946716203,0.009915084460826782,0.9249324207591684,-0.9150173362983415,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.014903665741449227,0.00605960122011586,0.9249324207591684,-0.9188728195390524,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.004738429715818171,0.05909289355988915,0.9249324207591684,-0.8658395271992791,0.0,1.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.3333333333333333,0.0,0.0019211305087203738,0.257501229466178,0.15892066642439295,0.09858056304178504,0.3333333333333333,0.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.0,-0.00026200012594009464,0.28480719900875834,0.15892066642439295,0.1258865325843654,0.3333333333333333,0.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.6666666666666666,0.0,0.0018926678909291599,0.29877090510067067,0.15892066642439295,0.13985023867627774,0.3333333333333333,0.0
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.6666666666666666,-0.00703842581457037,0.05602250286805451,0.5933051643019766,-0.5372826614339221,0.0,0.6666666666666666
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.3333333333333333,0.6666666666666666,-0.002238580659246573,0.3194378811739977,0.5933051643019766,-0.273867283127979,0.3333333333333333,0.6666666666666666
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.6666666666666666,-0.01078295086385265,0.0312344516559712,0.5933051643019766,-0.5620707126460054,0.0,0.6666666666666666
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,logic,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.3333333333333333,-0.006329635519226828,0.023604846865959483,0.292920252485405,-0.2693154056194455,0.0,0.3333333333333333
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,logic,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.6666666666666666,0.3333333333333333,-0.0004087611395630075,0.4871281812957444,0.292920252485405,0.1942079288103394,0.6666666666666666,0.3333333333333333
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,logic,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.3333333333333333,-0.003438060544458943,0.19634671935289114,0.292920252485405,-0.09657353313251386,0.0,0.3333333333333333
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,causality,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.010959237354589887,0.004278178392764251,0.8617251705308786,-0.8574469921381143,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,causality,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.007786942818688673,0.03322116011437705,0.8617251705308786,-0.8285040104165015,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,causality,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.0037881539304684595,0.10077549096198012,0.8617251705308786,-0.7609496795688985,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,analogy,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.003602869223578553,0.021376143469737808,0.8963951448720665,-0.8750190014023288,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,analogy,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.00739947017064424,0.017027695187081564,0.8963951448720665,-0.879367449684985,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,analogy,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.004773647848149931,0.06520101647111391,0.8963951448720665,-0.8311941284009526,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,definition,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.005960259993664156,0.017208174999873843,0.8089881744619926,-0.7917799994621187,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,definition,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.0032212252181225884,0.07995774296480483,0.8089881744619926,-0.7290304314971877,0.0,1.0
google/gemma-3-1b-it,16,B_paraphrase_fit_original_eval,definition,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.004096669261398067,0.09384590757332878,0.8089881744619926,-0.7151422668886638,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,logic,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.13142378849768102,0.07804011192557292,0.7902566763464828,-0.7122165644209101,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,logic,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.15332091070527976,0.04110303735471421,0.7902566763464828,-0.7491536389917687,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,logic,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.059796149046802784,0.09060017437322991,0.7902566763464828,-0.6996565019732529,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,causality,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.16996605544794352,0.012508788406910306,0.9490867588268882,-0.9365779704199779,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,causality,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.2844905887632924,0.004384449346691165,0.9490867588268882,-0.944702309480197,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,causality,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.09956445359974857,0.03402000341951038,0.9490867588268882,-0.9150667554073778,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,analogy,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.6666666666666666,0.0,0.08566838293815134,0.3489917263893441,0.1490452353519395,0.1999464910374046,0.6666666666666666,0.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,analogy,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.0,-0.05034324857280884,0.17798054327809656,0.1490452353519395,0.02893530792615708,0.0,0.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,analogy,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.3333333333333333,0.0,0.05464305741313199,0.32398249498061976,0.1490452353519395,0.17493725962868023,0.3333333333333333,0.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,definition,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.09907288549935833,0.06815012442071418,0.8050633781933216,-0.7369132537726074,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,definition,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.07458491187306344,0.11393095166655397,0.8050633781933216,-0.6911324265267677,0.0,1.0
google/gemma-3-1b-it,26,A_original_fit_paraphrase_eval,definition,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.22738539910107372,0.0128555457194102,0.8050633781933216,-0.7922078324739115,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,logic,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.3333333333333333,-0.13307086142916194,0.020153421723665268,0.5570792808546304,-0.5369258591309652,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,logic,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.6666666666666666,0.3333333333333333,-0.0017656802223164532,0.3366607806952946,0.5570792808546304,-0.22041850015933587,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,logic,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,0.3333333333333333,-0.07807622469215592,0.08610651672640972,0.5570792808546304,-0.4709727641282207,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,causality,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.17219877095404412,0.008016553837422096,0.9335120852949249,-0.9254955314575027,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,causality,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.17759773315659066,0.016865945571618034,0.9335120852949249,-0.9166461397233068,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,causality,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.08945076246415411,0.04160541529603507,0.9335120852949249,-0.8919066699988898,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,analogy,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.06388281274818575,0.07017237928982525,0.910197473030116,-0.8400250937402908,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,analogy,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.17050581964030775,0.005329788362401836,0.910197473030116,-0.9048676846677143,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,analogy,definition,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.13920799154789745,0.014300359317656856,0.910197473030116,-0.8958971137124592,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,definition,logic,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.0879580251577113,0.05995304426271123,0.5259244943947722,-0.4659714501320609,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,definition,causality,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.09303362623655594,0.07447142929377841,0.5259244943947722,-0.4514530651009938,0.0,1.0
google/gemma-3-1b-it,26,B_paraphrase_fit_original_eval,definition,analogy,3,3,12,1.0,"{'logic': 3, 'causality': 3, 'analogy': 3, 'definition': 3}",0.0,1.0,-0.06283856669819199,0.33965103204873826,0.5259244943947722,-0.18627346234603395,0.0,1.0
