model,layer,split,source_group,target_group,beta,intervention_type,eval_item_id,target_assignment_rate,source_assignment_rate,target_minus_source_similarity
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,task,logic_para_02,1.0,0.0,0.2841267688832023
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,task,logic_para_03,1.0,0.0,0.2851562657695338
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,matched_random,logic_para_01,0.0,1.0,-0.026451455325509077
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,matched_random,logic_para_02,0.0,1.0,-0.026266467534191595
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,matched_random,logic_para_03,0.0,1.0,-0.031150778536390145
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,opposite,logic_para_01,0.0,1.0,-0.36731749731085056
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,opposite,logic_para_02,0.0,1.0,-0.34175645343067895
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,causality,1.0,opposite,logic_para_03,0.0,1.0,-0.3521267215892377
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,task,logic_para_01,1.0,0.0,0.1442803062857796
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,task,logic_para_02,1.0,0.0,0.12241619678815185
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,task,logic_para_03,1.0,0.0,0.11979984917884245
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,matched_random,logic_para_01,0.0,1.0,-0.011623585913360213
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,matched_random,logic_para_02,0.0,1.0,-0.0202114698928344
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,matched_random,logic_para_03,0.0,1.0,-0.026221743826336352
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_01,0.0,1.0,-0.18988470711545935
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_02,0.0,1.0,-0.1812108079986423
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,logic_para_03,0.0,1.0,-0.19081304134079602
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_01,1.0,0.0,0.21362089872005963
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_02,1.0,0.0,0.1882209642855418
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,logic_para_03,1.0,0.0,0.18709275812354842
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_01,0.0,1.0,-0.007309870728523293
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_02,0.0,1.0,-0.015958550138046368
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,logic_para_03,0.0,1.0,-0.02161302922614161
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_01,0.0,1.0,-0.26352743087747776
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_02,0.0,1.0,-0.2488308292910183
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,logic_para_03,0.0,1.0,-0.25917749404204105
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_01,1.0,0.0,0.2721403320509618
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_02,1.0,0.0,0.24538232674494853
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,logic_para_03,1.0,0.0,0.24532333800870332
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_01,0.0,1.0,-0.0033446104974916846
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_02,0.0,1.0,-0.011877882354309977
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,logic_para_03,0.0,1.0,-0.017139942698389254
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_01,0.0,1.0,-0.3258972961105091
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_02,0.0,1.0,-0.30750252419718715
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,logic_para_03,0.0,1.0,-0.31800329702440105
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_01,1.0,0.0,0.1571046550932993
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_02,1.0,0.0,0.14536225424383942
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,logic_para_03,1.0,0.0,0.14574131886194852
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_01,0.0,1.0,-0.015012154465881666
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_02,0.0,1.0,-0.011014993893177172
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,logic_para_03,0.0,1.0,-0.014138180652911503
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_01,0.0,1.0,-0.20777577903790334
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_02,0.0,1.0,-0.18641138547991742
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,logic_para_03,0.0,1.0,-0.19356057599853294
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_01,1.0,0.0,0.23439388957576723
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_02,1.0,0.0,0.21718773237008704
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,logic_para_03,1.0,0.0,0.21892248730468833
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_01,0.0,1.0,-0.009970582170539366
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_02,0.0,1.0,-0.0066196823516698755
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,logic_para_03,0.0,1.0,-0.009505468273094397
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_01,0.0,1.0,-0.28493282865755765
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_02,0.0,1.0,-0.25916688572528623
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,logic_para_03,0.0,1.0,-0.2673037728296882
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_01,1.0,0.0,0.29937521819796575
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_02,1.0,0.0,0.279113831475472
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,logic_para_03,1.0,0.0,0.2816970233163004
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_01,0.0,1.0,-0.005347065451062227
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_02,0.0,1.0,-0.0025480537622315502
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,logic_para_03,0.0,1.0,-0.005207647647118563
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_01,0.0,1.0,-0.34926715934516916
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_02,0.0,1.0,-0.32174667320543043
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,logic_para_03,0.0,1.0,-0.3302663778505539
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_01,1.0,0.0,0.09712495393847598
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_02,1.0,0.0,0.10392375125538744
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,causality_para_03,1.0,0.0,0.06780859960120178
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_01,0.0,1.0,-0.0770157902344002
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_02,0.0,1.0,-0.07316271966284027
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,causality_para_03,0.0,1.0,-0.10768019506115412
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_01,0.0,1.0,-0.22786135855254697
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_02,0.0,1.0,-0.22733784625184672
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,causality_para_03,0.0,1.0,-0.2547226221969451
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_01,1.0,0.0,0.18174821725749934
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_02,1.0,0.0,0.18959248409905227
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,causality_para_03,1.0,0.0,0.15629910260260138
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_01,0.0,1.0,-0.0750457805610305
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_02,0.0,1.0,-0.07111845317603027
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,causality_para_03,0.0,1.0,-0.10450112865376315
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_01,0.0,1.0,-0.2883558064645735
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_02,0.0,1.0,-0.2888254550511138
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,causality_para_03,0.0,1.0,-0.3118461518071074
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_01,1.0,0.0,0.25866329764482976
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_02,1.0,0.0,0.2669571833962291
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,causality_para_03,1.0,0.0,0.23805111396982626
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_01,0.0,1.0,-0.07222359847581483
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_02,0.0,1.0,-0.06829734825520462
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,causality_para_03,0.0,1.0,-0.10014296326656369
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_01,0.0,1.0,-0.3388783818875728
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_02,0.0,1.0,-0.34000116179229734
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,causality_para_03,0.0,1.0,-0.3590043171344932
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_01,1.0,0.0,0.11061850269835771
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_02,1.0,0.0,0.117906370724428
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,causality_para_03,1.0,0.0,0.06903113386277093
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_01,0.0,1.0,-0.11041381985866605
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_02,0.0,1.0,-0.10739756873347417
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,causality_para_03,0.0,1.0,-0.1537678228054249
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_01,0.0,1.0,-0.30691350564595066
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_02,0.0,1.0,-0.30738806047637235
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,causality_para_03,0.0,1.0,-0.34405091776072794
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_01,1.0,0.0,0.21388001114333588
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_02,1.0,0.0,0.22212206560224013
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,causality_para_03,1.0,0.0,0.17853023371101262
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_01,0.0,1.0,-0.10596279793319374
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_02,0.0,1.0,-0.10305763395070355
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,causality_para_03,0.0,1.0,-0.1469578898345707
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_01,0.0,1.0,-0.38180737401921006
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_02,0.0,1.0,-0.38342446894115695
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,causality_para_03,0.0,1.0,-0.413197696306394
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_01,1.0,0.0,0.30354215500709825
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_02,1.0,0.0,0.3119476031722235
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,causality_para_03,1.0,0.0,0.275370967604434
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_01,0.0,1.0,-0.10033186442050301
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_02,0.0,1.0,-0.09751471218364771
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,causality_para_03,0.0,1.0,-0.13855113389899099
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_01,0.0,1.0,-0.4419082846883829
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_02,0.0,1.0,-0.4441669021951808
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,causality_para_03,0.0,1.0,-0.4678481858593007
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_01,1.0,0.0,0.0566619909450603
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_02,1.0,0.0,0.06636531873453755
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,causality_para_03,1.0,0.0,0.062351099125323994
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_01,0.0,1.0,-0.044358151317451466
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_02,0.0,1.0,-0.03645430584097831
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,causality_para_03,0.0,1.0,-0.039491745165148195
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_01,0.0,1.0,-0.14019727832121187
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_02,0.0,1.0,-0.1346990951479745
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,causality_para_03,0.0,1.0,-0.13678055862521643
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_01,1.0,0.0,0.10627038396191202
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_02,1.0,0.0,0.11631265246301847
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,causality_para_03,1.0,0.0,0.11216953756375736
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_01,0.0,1.0,-0.04314122150617283
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_02,0.0,1.0,-0.03538005306483516
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,causality_para_03,0.0,1.0,-0.038292699616078174
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,opposite,causality_para_01,0.0,1.0,-0.18173165883050013
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,opposite,causality_para_02,0.0,1.0,-0.1774459953525802
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,0.75,opposite,causality_para_03,0.0,1.0,-0.1789517839474185
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,task,causality_para_01,1.0,0.0,0.15283163795756716
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,task,causality_para_02,1.0,0.0,0.16284179862992954
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,task,causality_para_03,1.0,0.0,0.15874509551202332
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,matched_random,causality_para_01,0.0,1.0,-0.04158640809746139
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,matched_random,causality_para_02,0.0,1.0,-0.03402719500072049
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,matched_random,causality_para_03,0.0,1.0,-0.0368103762917934
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,opposite,causality_para_01,0.0,1.0,-0.21863523756532355
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,opposite,causality_para_02,0.0,1.0,-0.21542983610313993
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,causality,definition,1.0,opposite,causality_para_03,0.0,1.0,-0.21642154325446472
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,task,analogy_para_01,1.0,0.0,0.07828625600945505
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,task,analogy_para_02,1.0,0.0,0.14599142455524872
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,task,analogy_para_03,1.0,0.0,0.13390627255082477
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,matched_random,analogy_para_01,0.0,1.0,-0.07772542846623742
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,matched_random,analogy_para_02,0.0,1.0,-0.01615604973639595
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,matched_random,analogy_para_03,0.0,1.0,-0.0314631214290082
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,opposite,analogy_para_01,0.0,1.0,-0.21710400853809908
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,opposite,analogy_para_02,0.0,1.0,-0.16857956885273917
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,opposite,analogy_para_03,0.0,1.0,-0.18526351551608544
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,task,analogy_para_01,1.0,0.0,0.15755926170242585
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,task,analogy_para_02,1.0,0.0,0.22149243568525123
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,task,analogy_para_03,1.0,0.0,0.21187902500302358
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,matched_random,analogy_para_01,0.0,1.0,-0.07407005779259301
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,matched_random,analogy_para_02,0.0,1.0,-0.014901673953597205
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,matched_random,analogy_para_03,0.0,1.0,-0.02948078020631173
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,opposite,analogy_para_01,0.0,1.0,-0.2710711269079181
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,opposite,analogy_para_02,0.0,1.0,-0.2308406043020821
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,opposite,analogy_para_03,0.0,1.0,-0.24678662548526942
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,task,analogy_para_01,1.0,0.0,0.23057191858954207
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,task,analogy_para_02,1.0,0.0,0.2878864475977867
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,task,analogy_para_03,1.0,0.0,0.2805579376317823
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,matched_random,analogy_para_01,0.0,1.0,-0.06977593717825925
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,matched_random,analogy_para_02,0.0,1.0,-0.01356398225832145
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,matched_random,analogy_para_03,0.0,1.0,-0.027282966934518482
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,opposite,analogy_para_01,0.0,1.0,-0.3161052657180923
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,opposite,analogy_para_02,0.0,1.0,-0.28339103929966425
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,opposite,analogy_para_03,0.0,1.0,-0.2982118361629109
Qwen/Qwen3-1.7B,16,A_original_fit_paraphrase_eval,analogy,causality,0.5,task,analogy_para_01,1.0,0.0,0.12762990572486443
