source_group,target_group,beta,prompt_id,original_group,nearest_group,nearest_score,similarity_to_source,similarity_to_target,perturbation_norm,relative_perturbation_norm
logic,causality,1.0,logic_para_02,logic,causality,0.8908204233539763,0.7927401952208639,0.8908204233539763,105.02935898996124,0.47217315
logic,causality,1.0,logic_para_03,logic,causality,0.9336158504190154,0.8199614652585848,0.9336158504190154,105.02935898996124,0.4836987
logic,causality,1.5,logic_orig_01,logic,causality,0.9308837382061961,0.7059105155671901,0.9308837382061961,157.54403848494184,0.76021004
logic,causality,1.5,logic_orig_02,logic,causality,0.9160267423621162,0.68572040581641,0.9160267423621162,157.54403848494184,0.7737176
logic,causality,1.5,logic_orig_03,logic,causality,0.9136793705005102,0.6881521902400329,0.9136793705005102,157.54403848494184,0.778765
logic,causality,1.5,logic_para_01,logic,causality,0.9156791479593368,0.6917155133939693,0.9156791479593368,157.54403848494184,0.78548795
logic,causality,1.5,logic_para_02,logic,causality,0.8995359793421899,0.7066243142888459,0.8995359793421899,157.54403848494184,0.70825976
logic,causality,1.5,logic_para_03,logic,causality,0.9322296217107179,0.7260203279696268,0.9322296217107179,157.54403848494184,0.725548
logic,causality,2.0,logic_orig_01,logic,causality,0.900440064425164,0.6089369303932496,0.900440064425164,210.05871797992248,1.0136133
logic,causality,2.0,logic_orig_02,logic,causality,0.8859441766556551,0.5894165976444723,0.8859441766556551,210.05871797992248,1.0316235
logic,causality,2.0,logic_orig_03,logic,causality,0.8846323454257901,0.5909842792855192,0.8846323454257901,210.05871797992248,1.0383533
logic,causality,2.0,logic_para_01,logic,causality,0.8863434685700138,0.5932863710323519,0.8863434685700138,210.05871797992248,1.0473173
logic,causality,2.0,logic_para_02,logic,causality,0.882255061428789,0.6173005061280907,0.882255061428789,210.05871797992248,0.9443463
logic,causality,2.0,logic_para_03,logic,causality,0.9070948192012,0.6316816438631144,0.9070948192012,210.05871797992248,0.9673974
logic,analogy,0.0,logic_orig_01,logic,logic,0.9265176766976483,0.9265176766976483,0.8521707019411022,0.0,0.0
logic,analogy,0.0,logic_orig_02,logic,logic,0.9078820765204219,0.9078820765204219,0.7976359162917964,0.0,0.0
logic,analogy,0.0,logic_orig_03,logic,logic,0.9033537942579226,0.9033537942579226,0.8198363820679521,0.0,0.0
logic,analogy,0.0,logic_para_01,logic,logic,0.905684727677752,0.905684727677752,0.7997917785318416,0.0,0.0
logic,analogy,0.0,logic_para_02,logic,logic,0.8769343968070875,0.8769343968070875,0.7589283822967029,0.0,0.0
logic,analogy,0.0,logic_para_03,logic,logic,0.922642853634581,0.922642853634581,0.8072842416755587,0.0,0.0
logic,analogy,0.25,logic_orig_01,logic,logic,0.9121415875357164,0.9121415875357164,0.890431892267258,23.19371419148018,0.11191851
logic,analogy,0.25,logic_orig_02,logic,logic,0.9013584479779919,0.9013584479779919,0.8441808739969481,23.19371419148018,0.1139071
logic,analogy,0.25,logic_orig_03,logic,logic,0.8907891577905752,0.8907891577905752,0.8611242708768962,23.19371419148018,0.11465019
logic,analogy,0.25,logic_para_01,logic,logic,0.8979850266497893,0.8979850266497893,0.8460750586720233,23.19371419148018,0.11563994
logic,analogy,0.25,logic_para_02,logic,logic,0.8730437761884368,0.8730437761884368,0.8033325932867985,23.19371419148018,0.10427037
logic,analogy,0.25,logic_para_03,logic,logic,0.9179319411548614,0.9179319411548614,0.8521769212966834,23.19371419148018,0.106815554
logic,analogy,0.5,logic_orig_01,logic,analogy,0.9172660107966013,0.8867475326407119,0.9172660107966013,46.38742838296036,0.22383702
logic,analogy,0.5,logic_orig_02,logic,logic,0.8829999359402622,0.8829999359402622,0.8798727626590672,46.38742838296036,0.2278142
logic,analogy,0.5,logic_orig_03,logic,analogy,0.8908597072234169,0.866758773351989,0.8908597072234169,46.38742838296036,0.22930038
logic,analogy,0.5,logic_para_01,logic,analogy,0.8810628272385573,0.8781878467263102,0.8810628272385573,46.38742838296036,0.23127988
logic,analogy,0.5,logic_para_02,logic,logic,0.8594693984852911,0.8594693984852911,0.8393251570881974,46.38742838296036,0.20854074
logic,analogy,0.5,logic_para_03,logic,logic,0.9025737248507412,0.9025737248507412,0.8875635244829542,46.38742838296036,0.21363111
logic,analogy,0.75,logic_orig_01,logic,analogy,0.9325394086676556,0.8520290283753518,0.9325394086676556,69.58114257444053,0.33575556
logic,analogy,0.75,logic_orig_02,logic,analogy,0.9036218807118953,0.8538086814374566,0.9036218807118953,69.58114257444053,0.34172133
logic,analogy,0.75,logic_orig_03,logic,analogy,0.908646598103811,0.8328803170458765,0.908646598103811,69.58114257444053,0.34395057
logic,analogy,0.75,logic_para_01,logic,analogy,0.9037638305254831,0.8474726743023747,0.9037638305254831,69.58114257444053,0.34691983
logic,analogy,0.75,logic_para_02,logic,analogy,0.8657439975326517,0.8366741333849768,0.8657439975326517,69.58114257444053,0.3128111
logic,analogy,0.75,logic_para_03,logic,analogy,0.9123474573726174,0.8772122214800371,0.9123474573726174,69.58114257444053,0.32044667
logic,analogy,1.0,logic_orig_01,logic,analogy,0.9372600313320005,0.8104149176799241,0.9372600313320005,92.77485676592072,0.44767404
logic,analogy,1.0,logic_orig_02,logic,analogy,0.9156996987844291,0.8159006516676226,0.9156996987844291,92.77485676592072,0.4556284
logic,analogy,1.0,logic_orig_03,logic,analogy,0.915367497066012,0.7916396008117421,0.915367497066012,92.77485676592072,0.45860076
logic,analogy,1.0,logic_para_01,logic,analogy,0.9146113228101708,0.8081422246902662,0.9146113228101708,92.77485676592072,0.46255976
logic,analogy,1.0,logic_para_02,logic,analogy,0.8823692387159734,0.8059756198260856,0.8823692387159734,92.77485676592072,0.41708148
logic,analogy,1.0,logic_para_03,logic,analogy,0.9265152529257303,0.8434401761265004,0.9265152529257303,92.77485676592072,0.42726222
logic,analogy,1.5,logic_orig_01,logic,analogy,0.9224004660124852,0.7168099378959811,0.9224004660124852,139.16228514888107,0.6715111
logic,analogy,1.5,logic_orig_02,logic,analogy,0.9110246138623547,0.724771721918833,0.9110246138623547,139.16228514888107,0.68344265
logic,analogy,1.5,logic_orig_03,logic,analogy,0.9030711647685006,0.6979536546479559,0.9030711647685006,139.16228514888107,0.68790114
logic,analogy,1.5,logic_para_01,logic,analogy,0.9075656944187289,0.7149674277810164,0.9075656944187289,139.16228514888107,0.69383967
logic,analogy,1.5,logic_para_02,logic,analogy,0.8895073417196855,0.7286259118820544,0.8895073417196855,139.16228514888107,0.6256222
logic,analogy,1.5,logic_para_03,logic,analogy,0.9274118244815508,0.7595552387090035,0.9274118244815508,139.16228514888107,0.64089334
logic,analogy,2.0,logic_orig_01,logic,analogy,0.8883307669485411,0.6228862309036143,0.8883307669485411,185.54971353184143,0.8953481
logic,analogy,2.0,logic_orig_02,logic,analogy,0.8818221351520372,0.6292404362711798,0.8818221351520372,185.54971353184143,0.9112568
logic,analogy,2.0,logic_orig_03,logic,analogy,0.8703336504456454,0.6037352523672507,0.8703336504456454,185.54971353184143,0.9172015
logic,analogy,2.0,logic_para_01,logic,analogy,0.8767059710664514,0.6186204265502313,0.8767059710664514,185.54971353184143,0.9251195
logic,analogy,2.0,logic_para_02,logic,analogy,0.8716485665937593,0.643088219367581,0.8716485665937593,185.54971353184143,0.83416295
logic,analogy,2.0,logic_para_03,logic,analogy,0.9031880861057137,0.6682390756266646,0.9031880861057137,185.54971353184143,0.85452443
logic,definition,0.0,logic_orig_01,logic,logic,0.9265176766976483,0.9265176766976483,0.8275043795435311,0.0,0.0
logic,definition,0.0,logic_orig_02,logic,logic,0.9078820765204219,0.9078820765204219,0.8031239013085748,0.0,0.0
logic,definition,0.0,logic_orig_03,logic,logic,0.9033537942579226,0.9033537942579226,0.7878029882383476,0.0,0.0
logic,definition,0.0,logic_para_01,logic,logic,0.905684727677752,0.905684727677752,0.7791927840568287,0.0,0.0
logic,definition,0.0,logic_para_02,logic,logic,0.8769343968070875,0.8769343968070875,0.755436981665589,0.0,0.0
logic,definition,0.0,logic_para_03,logic,logic,0.922642853634581,0.922642853634581,0.8018345596837956,0.0,0.0
logic,definition,0.25,logic_orig_01,logic,logic,0.9133849531236254,0.9133849531236254,0.8737584982796479,24.68317679317215,0.119105734
logic,definition,0.25,logic_orig_02,logic,logic,0.8958288103418506,0.8958288103418506,0.8514226213371385,24.68317679317215,0.12122203
logic,definition,0.25,logic_orig_03,logic,logic,0.8936313336606424,0.8936313336606424,0.8386132782288456,24.68317679317215,0.12201283
logic,definition,0.25,logic_para_01,logic,logic,0.898314951694551,0.898314951694551,0.832609084445924,24.68317679317215,0.12306614
logic,definition,0.25,logic_para_02,logic,logic,0.8699091277567288,0.8699091277567288,0.8032178233515662,24.68317679317215,0.11096644
logic,definition,0.25,logic_para_03,logic,logic,0.9150858073790062,0.9150858073790062,0.850502383285894,24.68317679317215,0.11367507
logic,definition,0.5,logic_orig_01,logic,definition,0.9074287807468275,0.8874341984972642,0.9074287807468275,49.3663535863443,0.23821147
logic,definition,0.5,logic_orig_02,logic,definition,0.8870836115299452,0.8706530650786103,0.8870836115299452,49.3663535863443,0.24244405
logic,definition,0.5,logic_orig_03,logic,definition,0.8769731363338852,0.8704825050932261,0.8769731363338852,49.3663535863443,0.24402566
logic,definition,0.5,logic_para_01,logic,logic,0.8770853011640072,0.8770853011640072,0.8736456579807687,49.3663535863443,0.24613228
logic,definition,0.5,logic_para_02,logic,logic,0.8519642974324662,0.8519642974324662,0.8413588690975049,49.3663535863443,0.22193287
logic,definition,0.5,logic_para_03,logic,logic,0.8955169291895575,0.8955169291895575,0.8883511975375549,49.3663535863443,0.22735015
logic,definition,0.75,logic_orig_01,logic,definition,0.9278510685977884,0.8504425843618422,0.9278510685977884,74.04953037951645,0.3573172
logic,definition,0.75,logic_orig_02,logic,definition,0.9092290260167211,0.8340807727618763,0.9092290260167211,74.04953037951645,0.3636661
logic,definition,0.75,logic_orig_03,logic,definition,0.9016645372407126,0.8353991584412679,0.9016645372407126,74.04953037951645,0.3660385
logic,definition,0.75,logic_para_01,logic,definition,0.9007377846071813,0.8432541385436583,0.9007377846071813,74.04953037951645,0.36919844
logic,definition,0.75,logic_para_02,logic,definition,0.8685821314020248,0.8238972280367184,0.8685821314020248,74.04953037951645,0.3328993
logic,definition,0.75,logic_para_03,logic,definition,0.9141496661075313,0.8649262301790388,0.9141496661075313,74.04953037951645,0.34102523
logic,definition,1.0,logic_orig_01,logic,definition,0.9359183618574265,0.8052699875617093,0.9359183618574265,98.7327071726886,0.47642294
logic,definition,1.0,logic_orig_02,logic,definition,0.9186517169029544,0.7890297659662195,0.9186517169029544,98.7327071726886,0.4848881
logic,definition,1.0,logic_orig_03,logic,definition,0.9132274016381527,0.791215087918099,0.9132274016381527,98.7327071726886,0.48805133
logic,definition,1.0,logic_para_01,logic,definition,0.9141820668723408,0.7995923680833188,0.9141820668723408,98.7327071726886,0.49226457
logic,definition,1.0,logic_para_02,logic,definition,0.8848154986719149,0.7875295853648452,0.8848154986719149,98.7327071726886,0.44386575
logic,definition,1.0,logic_para_03,logic,definition,0.9280462157546986,0.8254478598248733,0.9280462157546986,98.7327071726886,0.4547003
logic,definition,1.5,logic_orig_01,logic,definition,0.9234309596020833,0.7030034592464023,0.9234309596020833,148.0990607590329,0.7146344
logic,definition,1.5,logic_orig_02,logic,definition,0.9078771938461379,0.6865958423580063,0.9078771938461379,148.0990607590329,0.7273322
logic,definition,1.5,logic_orig_03,logic,definition,0.905193930047637,0.6889666410116178,0.905193930047637,148.0990607590329,0.732077
logic,definition,1.5,logic_para_01,logic,definition,0.9081436261965192,0.6966673800363028,0.9081436261965192,148.0990607590329,0.7383969
logic,definition,1.5,logic_para_02,logic,definition,0.8889747131632506,0.6996469612610537,0.8889747131632506,148.0990607590329,0.6657986
logic,definition,1.5,logic_para_03,logic,definition,0.9260633790177261,0.7308745404466701,0.9260633790177261,148.0990607590329,0.68205047
logic,definition,2.0,logic_orig_01,logic,definition,0.8886519037220946,0.6012668936392261,0.8886519037220946,197.4654143453772,0.9528459
logic,definition,2.0,logic_orig_02,logic,definition,0.8740392530589064,0.5847959723630413,0.8740392530589064,197.4654143453772,0.9697762
logic,definition,2.0,logic_orig_03,logic,definition,0.8724471204159514,0.586269712866172,0.8724471204159514,197.4654143453772,0.97610265
logic,definition,2.0,logic_para_01,logic,definition,0.8756574161431343,0.592214633294273,0.8756574161431343,197.4654143453772,0.98452914
logic,definition,2.0,logic_para_02,logic,definition,0.8675448315698164,0.6065978201382538,0.8675448315698164,197.4654143453772,0.8877315
logic,definition,2.0,logic_para_03,logic,definition,0.8983337795772854,0.6319190045315618,0.8983337795772854,197.4654143453772,0.9094006
causality,logic,0.0,causality_orig_01,causality,causality,0.9039913606379251,0.9039913606379251,0.7763491068493826,0.0,0.0
causality,logic,0.0,causality_orig_02,causality,causality,0.9179710937921729,0.9179710937921729,0.7904774707136104,0.0,0.0
causality,logic,0.0,causality_orig_03,causality,causality,0.9296779504412478,0.9296779504412478,0.7690983970502616,0.0,0.0
causality,logic,0.0,causality_para_01,causality,causality,0.8999336184485607,0.8999336184485607,0.8032862476308422,0.0,0.0
causality,logic,0.0,causality_para_02,causality,causality,0.9054685064162432,0.9054685064162432,0.8009855963921343,0.0,0.0
causality,logic,0.0,causality_para_03,causality,causality,0.9337026051824304,0.9337026051824304,0.8128164529246775,0.0,0.0
causality,logic,0.25,causality_orig_01,causality,causality,0.8896250535471512,0.8896250535471512,0.8197318818902342,26.25733974749031,0.11905285
causality,logic,0.25,causality_orig_02,causality,causality,0.9052952817823094,0.9052952817823094,0.8330745556460306,26.25733974749031,0.1142185
causality,logic,0.25,causality_orig_03,causality,causality,0.9245267421333594,0.9245267421333594,0.8174737839385338,26.25733974749031,0.11517498
causality,logic,0.25,causality_para_01,causality,causality,0.8804689870123603,0.8804689870123603,0.8397987283572431,26.25733974749031,0.112512425
causality,logic,0.25,causality_para_02,causality,causality,0.8873612784201919,0.8873612784201919,0.8396004768359537,26.25733974749031,0.114649616
causality,logic,0.25,causality_para_03,causality,causality,0.9207604918917836,0.9207604918917836,0.8552114968293639,26.25733974749031,0.11365858
causality,logic,0.5,causality_orig_01,causality,causality,0.8612981026459756,0.8612981026459756,0.8544767933841153,52.51467949498062,0.2381057
causality,logic,0.5,causality_orig_02,causality,causality,0.8797008485131572,0.8797008485131572,0.867761118769741,52.51467949498062,0.228437
causality,logic,0.5,causality_orig_03,causality,causality,0.9067493073981661,0.9067493073981661,0.8595442672196402,52.51467949498062,0.23034996
causality,logic,0.5,causality_para_01,causality,logic,0.8674526053470484,0.8484521625048882,0.8674526053470484,52.51467949498062,0.22502485
causality,logic,0.5,causality_para_02,causality,logic,0.8692477067108216,0.8561670057069428,0.8692477067108216,52.51467949498062,0.22929923
causality,logic,0.5,causality_para_03,causality,causality,0.8948059236062349,0.8948059236062349,0.8893596990533433,52.51467949498062,0.22731715
causality,logic,0.75,causality_orig_01,causality,logic,0.8770759171084479,0.8178791839956474,0.8770759171084479,78.77201924247092,0.35715857
causality,logic,0.75,causality_orig_02,causality,logic,0.8913113265063176,0.8400022923300292,0.8913113265063176,78.77201924247092,0.3426555
causality,logic,0.75,causality_orig_03,causality,logic,0.8913854673964194,0.8741072348891167,0.8913854673964194,78.77201924247092,0.34552494
causality,logic,0.75,causality_para_01,causality,logic,0.8838122760058271,0.8036224112310888,0.8838122760058271,78.77201924247092,0.33753726
causality,logic,0.75,causality_para_02,causality,logic,0.887189358395013,0.8114139431893364,0.887189358395013,78.77201924247092,0.34394884
causality,logic,0.75,causality_para_03,causality,logic,0.9121076559311064,0.8547423628784467,0.9121076559311064,78.77201924247092,0.34097573
causality,logic,1.0,causality_orig_01,causality,logic,0.8853027286431451,0.7602732691577151,0.8853027286431451,105.02935898996124,0.4762114
causality,logic,1.0,causality_orig_02,causality,logic,0.9015278813458097,0.7867310780432228,0.9015278813458097,105.02935898996124,0.456874
causality,logic,1.0,causality_orig_03,causality,logic,0.9096974635097763,0.825996529095396,0.9096974635097763,105.02935898996124,0.46069992
causality,logic,1.0,causality_para_01,causality,logic,0.8876350645946928,0.7472969884325776,0.8876350645946928,105.02935898996124,0.4500497
causality,logic,1.0,causality_para_02,causality,logic,0.8919438218846287,0.7543589941504877,0.8919438218846287,105.02935898996124,0.45859846
causality,logic,1.0,causality_para_03,causality,logic,0.9213792448820453,0.8011836459570609,0.9213792448820453,105.02935898996124,0.4546343
causality,logic,1.5,causality_orig_01,causality,logic,0.8598107412504894,0.6158756737033223,0.8598107412504894,157.54403848494184,0.71431714
causality,logic,1.5,causality_orig_02,causality,logic,0.8817744502809858,0.6503879399511997,0.8817744502809858,157.54403848494184,0.685311
causality,logic,1.5,causality_orig_03,causality,logic,0.9012842822815377,0.6917761630253169,0.9012842822815377,157.54403848494184,0.6910499
causality,logic,1.5,causality_para_01,causality,logic,0.8602632972487012,0.6119413389005158,0.8602632972487012,157.54403848494184,0.6750745
causality,logic,1.5,causality_para_02,causality,logic,0.8643133597331052,0.6157632748010485,0.8643133597331052,157.54403848494184,0.6878977
causality,logic,1.5,causality_para_03,causality,logic,0.8997719342699627,0.6645933875201508,0.8997719342699627,157.54403848494184,0.68195146
causality,logic,2.0,causality_orig_01,causality,logic,0.796083879264946,0.4618064855639236,0.796083879264946,210.05871797992248,0.9524228
causality,logic,2.0,causality_orig_02,causality,logic,0.8229772535940236,0.5005011404159992,0.8229772535940236,210.05871797992248,0.913748
causality,logic,2.0,causality_orig_03,causality,logic,0.8450273431520681,0.5350396476406345,0.8450273431520681,210.05871797992248,0.92139983
causality,logic,2.0,causality_para_01,causality,logic,0.8011147064981005,0.4695239156361847,0.8011147064981005,210.05871797992248,0.9000994
causality,logic,2.0,causality_para_02,causality,logic,0.8031233281855765,0.4695348330187925,0.8031233281855765,210.05871797992248,0.9171969
causality,logic,2.0,causality_para_03,causality,logic,0.839485474782014,0.5146115867189832,0.839485474782014,210.05871797992248,0.9092686
causality,analogy,0.0,causality_orig_01,causality,causality,0.9039913606379251,0.9039913606379251,0.7586593771762592,0.0,0.0
causality,analogy,0.0,causality_orig_02,causality,causality,0.9179710937921729,0.9179710937921729,0.7612392447963817,0.0,0.0
causality,analogy,0.0,causality_orig_03,causality,causality,0.9296779504412478,0.9296779504412478,0.7468165024932125,0.0,0.0
causality,analogy,0.0,causality_para_01,causality,causality,0.8999336184485607,0.8999336184485607,0.7642148292273944,0.0,0.0
causality,analogy,0.0,causality_para_02,causality,causality,0.9054685064162432,0.9054685064162432,0.7753221950027394,0.0,0.0
causality,analogy,0.0,causality_para_03,causality,causality,0.9337026051824304,0.9337026051824304,0.773425086190638,0.0,0.0
causality,analogy,0.25,causality_orig_01,causality,causality,0.8860700473229519,0.8860700473229519,0.8153291677507977,29.557817081888253,0.13401748
causality,analogy,0.25,causality_orig_02,causality,causality,0.9041225376918566,0.9041225376918566,0.818197248113082,29.557817081888253,0.12857546
causality,analogy,0.25,causality_orig_03,causality,causality,0.9219019121272116,0.9219019121272116,0.8087840025872226,29.557817081888253,0.12965217
causality,analogy,0.25,causality_para_01,causality,causality,0.8813312015460124,0.8813312015460124,0.8164033302092469,29.557817081888253,0.12665494
causality,analogy,0.25,causality_para_02,causality,causality,0.885444588129624,0.885444588129624,0.8277346155882771,29.557817081888253,0.12906078
causality,analogy,0.25,causality_para_03,causality,causality,0.9214524444233206,0.9214524444233206,0.831398657960703,29.557817081888253,0.12794515
causality,analogy,0.5,causality_orig_01,causality,analogy,0.8596449105153224,0.8505479626625598,0.8596449105153224,59.115634163776505,0.26803496
causality,analogy,0.5,causality_orig_02,causality,causality,0.8738853563280354,0.8738853563280354,0.8643537610056032,59.115634163776505,0.25715092
causality,analogy,0.5,causality_orig_03,causality,causality,0.8974614801295889,0.8974614801295889,0.8611075516695271,59.115634163776505,0.25930434
causality,analogy,0.5,causality_para_01,causality,analogy,0.8573884725765346,0.8471334213251123,0.8573884725765346,59.115634163776505,0.25330988
causality,analogy,0.5,causality_para_02,causality,analogy,0.868094908017815,0.8491576932958276,0.868094908017815,59.115634163776505,0.25812155
causality,analogy,0.5,causality_para_03,causality,causality,0.8927519456678039,0.8927519456678039,0.8786753795804366,59.115634163776505,0.2558903
causality,analogy,0.75,causality_orig_01,causality,analogy,0.8876482686849266,0.7977816059383696,0.8876482686849266,88.67345124566474,0.40205246
causality,analogy,0.75,causality_orig_02,causality,analogy,0.8957027442240266,0.8269469234517703,0.8957027442240266,88.67345124566474,0.3857264
causality,analogy,0.75,causality_orig_03,causality,analogy,0.8988989107416181,0.8550119048290015,0.8988989107416181,88.67345124566474,0.38895652
causality,analogy,0.75,causality_para_01,causality,analogy,0.8839535407305156,0.7977531143566384,0.8839535407305156,88.67345124566474,0.37996483
causality,analogy,0.75,causality_para_02,causality,analogy,0.8932021392929108,0.7972816730725978,0.8932021392929108,88.67345124566474,0.38718233
causality,analogy,0.75,causality_para_03,causality,analogy,0.9111217085286983,0.8470703601698145,0.9111217085286983,88.67345124566474,0.3838355
causality,analogy,1.0,causality_orig_01,causality,analogy,0.8980061524003113,0.7310849878477121,0.8980061524003113,118.23126832755301,0.5360699
causality,analogy,1.0,causality_orig_02,causality,analogy,0.9103554553220545,0.7656597715256115,0.9103554553220545,118.23126832755301,0.51430184
causality,analogy,1.0,causality_orig_03,causality,analogy,0.9192043582640891,0.7961152048146602,0.9192043582640891,118.23126832755301,0.5186087
causality,analogy,1.0,causality_para_01,causality,analogy,0.8949516011696477,0.7359201761962932,0.8949516011696477,118.23126832755301,0.50661975
causality,analogy,1.0,causality_para_02,causality,analogy,0.9021496822946915,0.7329355789398196,0.9021496822946915,118.23126832755301,0.5162431
causality,analogy,1.0,causality_para_03,causality,analogy,0.9266779961632554,0.7865594796528684,0.9266779961632554,118.23126832755301,0.5117806
causality,analogy,1.5,causality_orig_01,causality,analogy,0.8741038377032733,0.5774816235893714,0.8741038377032733,177.34690249132947,0.8041049
causality,analogy,1.5,causality_orig_02,causality,analogy,0.8946882930349436,0.6186703409711842,0.8946882930349436,177.34690249132947,0.7714528
causality,analogy,1.5,causality_orig_03,causality,analogy,0.909829404993248,0.647428577376524,0.909829404993248,177.34690249132947,0.77791303
causality,analogy,1.5,causality_para_01,causality,analogy,0.8765178049240576,0.592663422500293,0.8765178049240576,177.34690249132947,0.75992966
causality,analogy,1.5,causality_para_02,causality,analogy,0.8792637136815359,0.5858926795021921,0.8792637136815359,177.34690249132947,0.77436465
causality,analogy,1.5,causality_para_03,causality,analogy,0.9117368195276674,0.6394083009155045,0.9117368195276674,177.34690249132947,0.767671
causality,analogy,2.0,causality_orig_01,causality,analogy,0.816587081589002,0.42885863293894644,0.816587081589002,236.46253665510602,1.0721399
causality,analogy,2.0,causality_orig_02,causality,analogy,0.841760940813112,0.47043516826616133,0.841760940813112,236.46253665510602,1.0286037
causality,analogy,2.0,causality_orig_03,causality,analogy,0.8570000703910641,0.49274896695631476,0.8570000703910641,236.46253665510602,1.0372174
causality,analogy,2.0,causality_para_01,causality,analogy,0.8253594441688255,0.45091380414326304,0.8253594441688255,236.46253665510602,1.0132395
causality,analogy,2.0,causality_para_02,causality,analogy,0.8247988174780554,0.44260234563546236,0.8247988174780554,236.46253665510602,1.0324862
causality,analogy,2.0,causality_para_03,causality,analogy,0.8580934961218054,0.4893361086472323,0.8580934961218054,236.46253665510602,1.0235612
causality,definition,0.0,causality_orig_01,causality,causality,0.9039913606379251,0.9039913606379251,0.8415548196576971,0.0,0.0
causality,definition,0.0,causality_orig_02,causality,causality,0.9179710937921729,0.9179710937921729,0.8528106972486964,0.0,0.0
causality,definition,0.0,causality_orig_03,causality,causality,0.9296779504412478,0.9296779504412478,0.8569300237645234,0.0,0.0
causality,definition,0.0,causality_para_01,causality,causality,0.8999336184485607,0.8999336184485607,0.825335877183898,0.0,0.0
causality,definition,0.0,causality_para_02,causality,causality,0.9054685064162432,0.9054685064162432,0.8412032236562762,0.0,0.0
causality,definition,0.0,causality_para_03,causality,causality,0.9337026051824304,0.9337026051824304,0.8688422264971218,0.0,0.0
causality,definition,0.25,causality_orig_01,causality,causality,0.8946568602974131,0.8946568602974131,0.8658834233641403,19.77554333937147,0.08966388
